wt34	wt35	AN1	AN2	CTR1	CTR2	LSC159	LSC177	LSCabb	LSCAN40	LSCAN55
AGO4	737	312	377	334	274	258	65	45	105	39	60
AGPAT1	302	144	28	59	35	22	180	113	205	108	125
AGPAT2	1179	488	176	148	77	87	20	8	20	14	16
AGPAT3	905	618	730	639	415	530	349	202	403	221	297
AGPAT4	669	342	150	81	95	110	78	23	68	43	44
AGPAT5	2965	2131	2501	2203	1081	1580	320	329	689	307	482
AGPS	2993	2532	1585	1065	1054	1225	307	267	645	165	330
AGR2	252	20	1105	2172	995	3593	43	26	39	16	13
AGR3	0	0	0	0	0	0	0	0	0	0	0
AGRN	4850	2356	270	288	184	191	11	8	24	5	3
AGRP	2	0	0	0	0	0	0	0	0	0	0
AGT	0	0	0	0	0	0	0	0	0	0	0
AGTPBP1	3179	1379	580	436	291	385	110	100	184	90	108
AGTR1	0	0	0	4	11	0	0	0	0	0	0
AGTR2	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	1562	723	1028	506	439	458	152	87	106	75	113
AGXT	0	0	1	0	0	0	0	0	0	0	0
AGXT2	0	0	0	0	1	0	0	0	0	0	0
AHCTF1	2052	1201	745	780	479	605	127	80	264	82	127
AHCY	9585	5145	1654	1015	1044	1274	228	155	349	140	223
AHCYL1	3163	1714	5042	4722	3542	3924	639	434	1017	419	557
AHCYL2	866	333	403	229	247	299	47	67	150	60	70
AHDC1	52	65	134	122	97	127	128	69	187	89	74
AHI1	296	144	174	244	184	225	90	61	95	73	98
AHNAK	27654	15880	2147	1761	1677	1864	7232	5555	8747	4573	6199
AHNAK2	5868	2295	261	650	531	232	1819	1173	2345	1078	1004
AHR	2864	774	617	1207	579	1622	185	150	643	134	196
AHRR	30	9	4	62	84	5	5	0	3	0	2
AHSA1	3507	2512	2406	2367	1376	1309	383	264	593	275	573
AHSG	0	1	3	0	9	7	1	0	1	1	0
AHSP	0	0	0	3	0	0	0	0	0	0	0
AICDA	2	0	0	0	1	0	1	0	0	0	0
AIDA	900	485	597	415	283	345	64	35	96	29	86
AIF1	1	0	0	0	0	0	0	0	0	0	0
AIF1L	25	26	18	22	19	11	1	0	7	3	2
AIFM1	778	575	945	672	506	503	130	61	198	92	142
AIFM2	375	131	74	406	63	72	24	13	15	7	18
AIFM3	66	11	28	10	17	5	2	1	4	2	2
AIG1	1700	554	2580	2326	1137	1364	409	250	573	373	296
AIM2	3	0	3	2	0	3	0	0	0	0	0
AIMP1	3362	1759	3315	3321	2166	2545	248	212	417	171	248
AIMP2	1057	504	74	130	40	49	291	230	356	162	341
AIP	1765	751	501	351	354	277	45	25	92	51	34
AIPL1	2	0	0	0	0	0	0	0	0	0	0
AIRE	3	0	0	1	1	0	0	0	0	0	0
AIRN	3	0	1	0	0	0	0	0	0	0	0
AJAP1	0	0	69	123	60	60	62	41	53	57	54
AJM1	18	3	0	1	2	2	0	0	0	0	0
AJUBA	15450	6575	3101	2287	1614	3287	1234	1110	2369	735	1117
AK1	22	9	141	57	46	40	14	17	29	7	10
AK2	7865	4525	3878	3076	2384	3154	635	657	1374	536	870
AK3	4655	1725	1704	2229	1518	1386	481	326	1175	315	561
AK4	1619	1275	762	713	660	858	388	351	730	262	410
AK5	18	7	6	52	78	13	3	0	0	0	1
AK6	1093	468	3019	2563	1566	2597	89	96	214	79	156
AK7	9	5	82	13	37	51	6	2	6	4	3
AK8	12	6	6	6	8	13	0	0	3	0	0
AK9	99	33	48	41	34	38	9	3	9	5	8
AKAIN1	0	0	0	0	0	0	0	0	0	0	0
AKAP1	889	602	711	596	315	426	171	123	188	84	155
AKAP10	1669	728	669	499	282	468	117	92	247	92	122
AKAP11	2263	1326	1269	1256	848	899	470	339	704	232	491
AKAP12	3967	1761	517	539	723	417	244	157	393	73	121
AKAP13	1055	694	114	132	127	109	294	185	305	150	192
AKAP14	2	0	2	0	0	0	0	0	1	0	0
AKAP17A	926	416	405	438	205	239	119	77	205	84	99
AKAP3	44	25	16	4	2	6	0	1	12	2	4
AKAP4	0	0	0	0	0	0	0	0	1	0	0
AKAP5	19	19	8	6	0	1	2	2	2	2	2
AKAP6	163	53	39	81	55	24	33	12	41	8	16
AKAP7	124	72	324	122	130	179	24	30	49	35	36
AKAP8	652	545	600	373	337	359	139	108	99	83	141
AKAP8L	1174	416	0	9	8	3	18	5	11	3	5
AKAP9	2313	883	471	395	404	471	419	261	585	257	318
AKIP1	1709	555	1017	975	538	870	127	64	172	80	117
AKIRIN1	3885	1664	4098	3061	2498	2985	371	236	558	264	259
AKIRIN2	504	231	2550	2345	1411	2168	233	129	411	148	157
AKNA	103	36	43	56	29	38	32	17	50	25	14
AKNAD1	32	19	36	3	48	53	9	8	7	1	3
AKR1A1	2235	1249	2014	1354	1058	1191	176	103	178	90	165
AKR1B1	757	437	3819	3168	1877	1767	346	350	794	301	230
AKR1B10	57	16	249	67	503	1315	8	6	22	6	3
AKR1B15	13	0	11	4	27	16	0	0	0	1	0
AKR1C1	343	48	293	1510	374	947	43	28	54	35	34
AKR1C2	264	66	240	1179	162	454	47	9	48	33	14
AKR1C3	303	83	333	454	406	533	31	11	46	17	7
AKR1C4	0	0	0	0	0	0	0	0	0	0	0
AKR1C8P	0	0	0	0	0	0	1	0	0	0	0
AKR1D1	0	0	0	0	0	0	0	0	0	0	0
AKR1E2	19	4	26	19	13	24	0	3	7	0	4
AKR7A2	939	407	1478	1152	850	949	236	180	336	150	303
AKR7A3	7	1	5	4	1	2	0	1	2	2	0
AKT1	1660	1188	480	389	222	284	339	236	749	232	251
AKT1S1	227	156	10	22	8	12	35	21	151	27	20
AKT2	1322	982	307	255	163	179	228	130	335	133	216
AKT3	2051	965	824	845	472	678	246	179	336	122	185
AKT3-IT1	7	0	0	0	0	0	4	2	5	4	3
AKTIP	1369	325	743	1566	572	819	28	24	85	31	41
ALAD	319	180	481	186	270	261	38	36	72	35	32
ALAS1	1299	647	1332	1211	766	708	127	39	133	71	94
ALAS2	1	0	0	0	0	0	0	0	0	0	0
ALB	0	0	3	4	0	0	0	0	0	1	0
ALCAM	6209	3158	4943	4885	2319	3868	1203	991	1794	852	1100
ALDH16A1	531	399	181	84	59	101	42	66	85	40	63
ALDH18A1	3296	2607	1408	984	807	834	383	261	673	257	438
ALDH1A1	10	6	97	31	694	1612	23	55	134	14	12
ALDH1A2	74	20	6	10	11	1	0	1	0	0	0
ALDH1A3	11572	6484	8356	2985	5432	8089	2456	1370	1543	1391	1514
ALDH1B1	2221	2078	656	315	272	289	101	65	190	74	121
ALDH1L1	23	7	10	50	6	14	8	4	3	11	4
ALDH1L1-AS1	0	0	0	0	0	1	0	0	0	0	0
ALDH1L1-AS2	0	0	0	1	0	0	0	0	0	0	0
ALDH1L2	1709	404	384	1017	373	500	82	184	266	124	144
ALDH2	2247	547	1132	1798	1290	1017	350	174	486	162	200
ALDH3A1	77	4	66	243	23	267	21	9	100	37	11
ALDH3A2	6836	2719	3998	2895	2261	4544	599	458	1300	433	531
ALDH3B1	73	18	0	13	11	4	1	0	3	0	0
ALDH3B2	83	9	229	398	241	176	2	0	0	1	0
ALDH4A1	745	413	187	102	89	59	72	27	76	35	28
ALDH5A1	40	5	30	35	10	19	5	2	12	1	9
ALDH6A1	659	249	220	302	180	268	84	82	187	55	98
ALDH7A1	4526	2059	4935	1954	3674	3154	336	197	680	299	279
ALDH8A1	14	8	3	3	11	3	0	0	3	0	0
ALDH9A1	2219	1446	2367	1036	1301	1321	447	326	746	268	523
ALDOA	47	23	0	0	0	0	1	4	6	2	1
ALDOB	0	0	1	0	0	0	0	0	1	0	0
ALDOC	1121	631	80	63	72	73	195	173	367	184	200
ALG1	296	253	37	31	17	18	24	24	42	23	33
ALG10	162	181	170	93	74	121	34	28	50	18	23
ALG10B	443	321	286	237	178	210	47	30	138	28	50
ALG11	401	187	44	40	29	29	45	29	54	43	54
ALG12	257	110	8	17	8	14	23	10	34	19	21
ALG13	455	195	1572	1241	768	902	136	122	220	83	149
ALG13-AS1	4	1	0	0	0	2	0	0	0	0	0
ALG14	336	165	1003	469	519	601	70	59	98	55	84
ALG1L	18	14	0	0	4	0	0	0	0	1	0
ALG1L2	3	0	0	1	1	0	0	0	0	0	0
ALG1L9P	3	0	0	0	0	0	1	0	1	0	0
ALG2	2131	716	1990	2281	1220	1440	312	265	529	234	368
ALG3	418	256	222	258	128	150	235	308	525	255	374
ALG5	2279	829	2955	3035	1686	2200	317	294	549	275	441
ALG6	513	448	1118	634	473	742	92	102	228	67	139
ALG8	719	612	1210	785	608	804	266	271	508	203	270
ALG9	307	127	166	141	80	129	22	30	58	22	33
ALG9-IT1	0	0	0	0	0	0	0	0	1	0	0
ALK	9	1	0	0	0	0	0	0	0	0	0
ALKAL1	0	0	5	0	3	0	2	0	0	0	0
ALKAL2	2	0	7	2	0	4	0	0	0	1	0
ALKBH1	821	307	179	311	144	203	61	42	119	46	67
ALKBH2	943	405	156	238	109	197	54	32	76	54	45
ALKBH3	2439	668	835	1275	493	749	46	45	82	37	46
ALKBH3-AS1	9	2	4	1	2	0	1	0	0	0	0
ALKBH4	254	163	136	90	66	92	8	10	17	5	11
ALKBH5	2555	1440	646	574	317	432	289	162	302	158	222
ALKBH6	25	3	45	33	22	39	12	7	28	20	17
ALKBH7	860	326	255	270	216	135	49	21	80	30	31
ALKBH8	915	340	257	203	164	200	39	24	77	15	45
ALLC	0	0	0	0	0	0	0	0	0	0	0
ALMS1	613	374	139	74	99	83	60	49	67	41	90
ALMS1-IT1	23	15	10	23	12	16	7	14	17	8	8
ALOX12	13	9	54	10	2	5	0	0	2	0	1
ALOX12-AS1	13	8	40	68	31	25	9	10	31	9	15
ALOX12B	1	0	33	21	5	10	9	11	10	6	11
ALOX15	4	1	0	0	0	0	0	0	0	0	0
ALOX15B	132	26	618	238	466	309	42	12	55	31	5
ALOX5	3	1	20	34	5	0	0	0	0	0	0
ALOX5AP	50	8	71	29	30	35	18	3	13	5	4
ALOXE3	13	21	44	18	10	18	54	35	72	33	41
ALPG	0	0	0	0	0	0	0	0	0	0	0
ALPI	0	0	0	0	0	0	0	0	0	0	0
ALPK1	1111	385	181	522	182	169	67	45	74	35	46
ALPK2	3	4	3	7	4	2	0	0	0	0	0
ALPK3	2	1	5	0	1	0	0	0	0	1	0
ALPL	0	0	0	0	9	0	4	1	2	0	0
ALPP	0	0	0	0	0	0	0	0	0	0	0
ALS2	1692	1151	805	627	402	551	193	130	321	121	233
ALS2CL	1137	564	465	976	460	306	46	28	86	21	27
ALX1	0	0	1	6	14	1	0	0	1	0	0
ALX3	0	0	0	0	0	0	0	1	0	0	0
ALX4	7	0	0	2	3	0	0	0	0	0	0
ALYREF	3865	2543	806	576	374	571	261	238	650	179	297
AMACR	41	12	6	9	13	8	1	3	1	1	1
AMBN	0	0	0	0	0	0	0	0	0	0	0
AMBP	0	0	0	0	0	0	0	0	0	0	0
AMBRA1	1065	698	110	63	60	65	28	22	39	12	31
AMD1	5078	3604	4211	4822	2307	2569	843	630	1054	542	935
AMDHD1	14	9	8	5	1	23	2	1	2	1	0
AMDHD2	100	95	13	15	13	4	11	10	13	11	12
AMELX	0	0	0	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0	0	0	0
AMER1	105	74	35	22	15	16	11	23	33	24	29
AMER2	0	0	0	0	0	0	0	0	1	0	0
AMER3	0	0	0	0	0	0	0	0	0	0	0
AMFR	4101	1837	480	574	364	471	152	145	278	132	155
AMH	0	0	0	0	0	0	0	1	1	0	0
AMHR2	0	0	0	1	0	0	0	0	0	0	0
AMIGO1	31	6	3	9	6	4	1	1	1	2	1
AMIGO2	5812	2813	4458	2515	2678	5707	877	1119	1697	473	676
AMIGO3	0	0	0	0	0	0	0	0	0	0	0
AMMECR1	1893	1174	1192	1229	655	1359	273	186	405	156	248
AMMECR1-IT1	0	0	0	0	0	0	0	0	0	0	1
AMMECR1L	1400	633	465	694	299	442	227	181	312	160	204
AMN	31	10	0	8	0	0	3	3	3	3	3
AMN1	353	79	269	612	214	238	61	43	109	54	66
AMOT	3	1	13	6	7	8	1	0	2	0	2
AMOTL1	5534	4377	2050	1241	1114	1305	936	564	1214	533	771
AMOTL2	4811	1364	1335	1650	652	1747	614	540	1274	432	902
AMPD1	1	0	0	0	0	0	0	0	0	0	0
AMPD2	573	339	185	128	119	88	74	35	89	62	64
AMPD3	243	142	682	488	396	492	109	67	103	43	46
AMPH	0	0	0	2	11	0	0	0	0	0	0
AMT	2	0	0	0	0	1	1	1	0	1	0
AMTN	2	1	29	115	22	1	0	0	0	0	0
AMY1A	0	0	0	0	0	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0	0	0	0
AMY2A	0	0	0	0	0	0	0	0	0	0	2
AMY2B	71	15	34	67	22	25	7	1	16	4	13
AMZ1	31	10	0	0	0	0	1	0	1	0	0
AMZ2	5105	1849	4290	5133	2576	3683	235	221	565	154	271
ANAPC1	1782	1308	304	249	154	213	54	43	54	34	60
ANAPC10	340	107	1450	979	676	1237	120	113	365	139	170
ANAPC11	5420	1915	5868	4765	3528	3802	343	237	355	225	304
ANAPC13	1278	619	4897	4466	3041	3837	384	247	764	374	462
ANAPC15	206	96	41	32	31	51	78	33	92	93	50
ANAPC16	5857	1310	4238	8482	3289	5462	355	292	760	271	290
ANAPC2	108	90	18	22	17	9	6	2	2	1	1
ANAPC4	1611	954	1223	964	719	932	114	92	157	87	98
ANAPC5	5107	3029	2423	1849	1612	1632	485	264	597	320	421
ANAPC7	2033	1101	956	746	534	587	161	118	178	88	154
ANG	22	6	94	80	88	63	20	11	27	14	18
ANGEL1	413	263	170	134	84	85	46	32	103	40	50
ANGEL2	1653	897	796	765	455	586	159	125	271	102	215
ANGPT1	0	0	0	0	4	20	0	0	0	0	0
ANGPT2	34	20	2	8	7	2	0	0	3	4	1
ANGPT4	9	2	0	0	0	0	0	0	0	0	0
ANGPTL1	5	3	0	0	0	0	0	0	1	0	0
ANGPTL2	2	0	38	37	69	18	0	0	0	1	0
ANGPTL3	9	3	0	0	0	0	0	0	0	0	0
ANGPTL4	204	498	188	231	99	21	14	7	18	5	7
ANGPTL5	0	0	0	1	0	4	0	0	0	0	0
ANGPTL6	2	2	0	0	1	0	0	0	1	0	1
ANGPTL7	1	0	1	1	133	52	0	0	2	0	0
ANGPTL8	1	3	0	0	0	0	0	0	0	0	0
ANHX	0	0	0	0	0	0	0	0	0	0	0
ANK1	49	45	5	7	9	7	4	3	3	3	0
ANK2	163	79	23	22	34	38	11	9	23	12	9
ANK3	357	175	237	121	208	232	174	96	178	102	115
ANK3-DT	3	4	35	2	6	18	1	1	1	2	0
ANKAR	104	26	50	46	36	25	12	4	10	9	11
ANKDD1A	31	10	258	34	30	42	39	20	29	37	8
ANKDD1B	12	0	14	11	18	4	0	3	4	0	0
ANKEF1	499	338	463	266	164	272	48	53	91	39	57
ANKFN1	1	0	1	2	0	1	0	0	0	0	0
ANKFY1	928	711	128	117	78	135	297	229	387	149	257
ANKH	741	354	447	689	567	557	100	67	144	58	80
ANKHD1	71	28	87	59	36	66	41	15	33	13	25
ANKHD1-EIF4EBP3	14	10	10	7	3	0	10	1	5	3	4
ANKIB1	3113	1427	2195	2023	1352	1461	294	191	552	193	232
ANKK1	12	10	0	2	6	2	0	0	1	0	0
ANKLE1	24	28	33	17	10	11	2	0	3	0	1
ANKLE2	2919	1576	1363	1049	731	888	671	362	844	405	663
ANKMY1	230	42	68	145	64	69	8	3	12	7	5
ANKMY2	783	531	550	425	353	377	71	53	85	30	80
ANKRA2	953	336	1923	2554	1187	1622	97	85	273	84	114
ANKRD1	1	0	0	2	1	0	0	1	1	0	0
ANKRD10	639	318	772	648	518	641	118	82	228	76	85
ANKRD10-IT1	17	12	0	0	1	0	24	21	24	10	17
ANKRD11	769	346	784	613	395	533	1089	675	1113	654	867
ANKRD12	1090	350	612	582	461	451	366	321	684	242	307
ANKRD13A	3758	1741	559	403	424	485	137	126	229	107	146
ANKRD13B	108	73	24	23	13	7	7	5	1	4	3
ANKRD13C	1322	707	754	628	510	599	109	94	206	62	119
ANKRD13D	562	219	245	161	125	91	19	4	13	10	10
ANKRD16	263	139	101	73	60	108	17	12	13	14	17
ANKRD17	1623	1369	1087	1051	903	928	505	406	970	343	474
ANKRD18A	89	42	68	125	48	79	79	47	55	37	62
ANKRD18B	255	133	152	98	68	101	26	34	71	30	42
ANKRD2	17	15	6	1	8	5	2	1	1	0	1
ANKRD20A1	2	1	0	0	0	0	1	0	0	1	1
ANKRD20A2	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A3	0	0	0	0	0	0	1	1	2	0	0
ANKRD20A4	3	0	2	0	1	0	0	1	1	0	1
ANKRD22	17	13	287	153	251	197	0	0	5	3	2
ANKRD23	5	2	3	8	2	2	2	0	1	1	1
ANKRD24	11	2	0	4	0	2	0	0	0	0	0
ANKRD26	794	410	265	173	163	187	172	95	203	118	119
ANKRD27	3361	1582	674	723	388	436	162	138	316	127	155
ANKRD28	1853	1356	715	695	516	724	271	219	442	159	221
ANKRD29	268	121	572	438	236	202	33	21	101	47	37
ANKRD30A	0	0	0	0	0	0	0	0	0	0	0
ANKRD30B	1	0	0	0	0	0	0	0	0	0	0
ANKRD30BL	0	0	0	0	0	0	0	0	0	0	0
ANKRD31	8	5	7	1	1	5	1	1	1	0	1
ANKRD33	0	0	0	0	1	0	0	0	0	0	0
ANKRD33B	694	509	170	59	74	85	85	58	85	34	58
ANKRD33B-AS1	2	0	0	0	0	0	0	0	0	0	0
ANKRD34A	6	1	24	12	8	6	6	3	13	0	4
ANKRD34B	1	1	0	0	4	0	0	0	1	0	0
ANKRD34C	0	0	0	1	0	0	0	0	0	0	0
ANKRD34C-AS1	0	0	0	0	0	0	0	0	0	0	0
ANKRD35	6	6	8	4	19	7	0	0	0	0	0
ANKRD36	164	103	65	31	24	33	51	38	42	37	46
ANKRD36B	94	75	32	30	17	24	27	10	23	13	11
ANKRD36C	238	143	46	13	30	31	123	46	119	55	62
ANKRD37	18	11	17	11	15	10	20	16	29	9	22
ANKRD39	63	46	318	183	68	181	17	9	31	12	15
ANKRD40	1252	716	471	344	177	295	288	260	391	224	360
ANKRD40CL	1	1	0	0	0	0	0	0	0	0	0
ANKRD42	456	223	367	343	203	200	58	38	125	56	69
ANKRD44	9	3	16	15	18	25	1	4	12	3	4
ANKRD44-IT1	0	0	0	0	0	0	0	0	1	0	0
ANKRD45	1	2	12	2	0	5	1	1	5	1	2
ANKRD46	501	242	392	312	278	273	73	42	156	31	60
ANKRD49	951	257	368	546	323	303	41	30	70	21	40
ANKRD50	1226	586	497	751	317	363	264	180	353	118	259
ANKRD52	301	229	111	136	88	72	111	61	123	72	65
ANKRD53	0	0	5	1	0	1	0	0	0	0	0
ANKRD54	467	214	274	255	125	192	15	15	50	16	25
ANKRD55	0	0	0	0	0	0	0	0	0	0	0
ANKRD6	64	43	276	131	139	161	45	19	51	13	27
ANKRD60	0	0	0	0	0	0	0	0	0	0	0
ANKRD61	2	5	4	4	2	0	0	0	0	0	1
ANKRD62	0	0	0	0	0	1	0	0	0	0	1
ANKRD62P1-PARP4P3	0	0	0	0	0	0	0	0	0	0	0
ANKRD63	0	0	0	0	0	0	0	0	0	0	0
ANKRD65	38	19	338	127	127	80	26	9	54	27	14
ANKRD66	0	0	0	0	0	0	0	0	0	0	0
ANKRD7	47	15	32	20	57	26	1	4	2	2	2
ANKRD9	389	253	202	164	94	49	37	16	40	36	20
ANKS1A	411	306	433	231	216	298	152	93	322	125	154
ANKS1B	2	1	0	1	0	0	2	0	3	0	2
ANKS3	306	120	19	25	15	15	20	6	10	4	8
ANKS4B	0	1	2	0	0	0	0	0	0	0	0
ANKS6	393	270	475	329	214	316	56	35	84	27	54
ANKUB1	3	5	106	13	24	23	4	2	11	1	8
ANKZF1	1055	388	102	145	85	74	61	36	97	36	43
ANLN	5140	7031	3882	1288	1699	2593	886	777	1713	702	1274
ANO1	848	824	409	388	185	730	119	76	415	58	188
ANO1-AS1	0	0	0	0	0	0	0	0	0	1	1
ANO10	1005	616	341	257	142	151	138	79	159	119	126
ANO2	3	0	1	1	0	0	0	0	0	0	0
ANO3	1	0	0	9	11	0	0	0	0	0	0
ANO3-AS1	0	0	0	0	0	0	0	0	0	0	0
ANO4	14	24	544	57	53	11	31	8	4	36	34
ANO5	0	0	2	0	2	0	0	0	0	0	0
ANO6	5814	2383	1805	1572	1715	1411	808	585	1086	489	641
ANO7	3	2	17	5	16	4	4	2	4	2	5
ANO8	184	78	56	32	37	35	11	13	28	15	2
ANO9	184	75	81	50	40	46	82	23	70	44	34
ANOS1	32	16	28	20	38	15	8	4	10	0	3
ANP32A	2744	1848	3127	2515	1836	2596	598	626	1344	505	679
ANP32B	636	470	11452	10246	6303	10258	1542	1615	3647	1400	1946
ANP32D	0	0	0	0	0	0	0	1	0	0	0
ANP32E	1482	1467	2613	1743	1501	2322	454	460	1020	364	640
ANPEP	5	6	64	47	57	8	8	34	5	25	42
ANTKMT	253	140	145	91	76	60	13	11	41	4	13
ANTXR1	722	430	1387	1115	1242	757	236	147	222	121	237
ANTXR2	1141	679	10484	2777	2001	2946	791	313	623	639	1049
ANTXRL	0	0	0	0	0	0	0	0	0	0	0
ANXA1	36810	15605	74899	60010	65570	61295	1855	1308	3430	1138	1882
ANXA10	0	0	0	0	0	0	0	0	1	0	0
ANXA11	1489	1078	2795	1831	1587	1953	480	450	734	520	492
ANXA13	1	0	0	0	0	0	0	1	0	0	0
ANXA2	108411	61294	196742	95155	111164	101506	8806	6493	15438	5395	7353
ANXA2R	62	13	2	3	3	1	0	1	4	1	3
ANXA3	14660	6185	10369	9429	6346	7466	1053	795	1409	471	960
ANXA4	4059	1661	7816	5160	4920	5415	530	461	1047	365	586
ANXA5	14108	6728	18455	15935	10956	10981	1552	1751	3353	1197	1941
ANXA6	604	478	303	155	98	82	110	84	80	128	86
ANXA7	5600	2601	6296	4789	3387	5004	607	622	1298	479	636
ANXA8	1565	749	1088	440	864	644	41	54	85	33	25
ANXA8L1	695	312	1264	364	527	1	32	14	45	21	22
ANXA9	37	38	40	4	16	13	3	3	4	2	1
AOAH	0	3	0	0	0	0	0	1	0	0	0
AOAH-IT1	0	1	0	0	0	0	0	0	0	0	0
AOC1	0	1	3	6	1	1	1	0	0	0	0
AOC2	7	5	9	14	9	10	2	1	6	4	8
AOC3	1	3	4	23	6	5	1	0	0	0	1
AOPEP	2067	685	599	1188	411	785	102	85	150	69	106
AOX1	542	328	538	894	296	566	55	54	151	69	50
AOX3P-AOX2P	0	0	0	0	0	0	0	0	0	0	0
AP1AR	1465	568	813	1294	574	942	122	116	286	110	177
AP1B1	1939	1620	547	235	253	279	383	257	553	270	330
AP1G1	1954	1601	821	611	497	574	438	308	632	253	418
AP1G2	305	138	42	10	13	24	167	108	238	129	119
AP1M1	837	626	410	207	172	186	203	100	256	121	165
AP1M2	2651	1429	517	366	266	228	307	231	465	269	292
AP1S1	4185	2939	499	262	292	245	60	35	68	28	38
AP1S2	242	134	713	643	718	1010	68	81	172	34	104
AP1S3	370	229	190	183	98	173	105	68	302	86	120
AP2A1	2149	1290	18	21	9	4	32	20	38	22	21
AP2A2	1835	911	476	711	263	361	170	126	264	124	162
AP2B1	9047	5322	1848	1303	1065	1427	847	608	1357	614	697
AP2M1	7086	3824	2802	1820	1434	1636	749	589	1001	430	808
AP2S1	4223	2233	2397	1619	1245	1426	156	61	165	103	110
AP3B1	6495	4521	1180	856	763	949	674	474	993	457	655
AP3B2	19	10	5	10	10	30	0	0	0	2	0
AP3D1	2908	1915	1772	1150	811	927	619	408	866	342	573
AP3M1	1487	1076	1314	994	757	901	240	213	593	180	332
AP3M2	788	487	449	424	285	268	83	35	91	52	95
AP3S1	3488	1627	11146	10056	6907	7946	727	563	1400	495	723
AP3S2	404	136	131	125	57	70	39	27	51	33	42
AP4B1	313	257	449	210	189	170	18	13	35	15	25
AP4B1-AS1	4	2	3	1	0	1	0	0	0	0	0
AP4E1	2220	941	364	344	201	411	203	186	397	132	194
AP4M1	314	160	40	27	26	24	23	9	28	21	10
AP4S1	549	240	372	308	260	301	49	44	69	24	42
AP5B1	295	161	65	16	25	37	25	24	38	21	21
AP5M1	1265	869	1336	834	715	957	209	159	369	119	256
AP5S1	495	228	273	176	129	180	20	22	28	12	26
AP5Z1	474	237	75	70	41	28	37	18	30	33	43
APAF1	455	485	52	34	19	39	148	109	362	63	128
APBA1	2	1	30	17	22	6	6	0	1	3	3
APBA2	298	203	27	10	7	1	2	2	1	6	1
APBA3	282	106	93	104	39	43	17	8	31	19	15
APBB1	279	166	100	83	37	36	5	6	9	12	10
APBB1IP	1	0	0	1	0	0	0	0	0	0	0
APBB2	2739	1138	472	982	361	414	252	200	348	154	225
APBB3	53	25	59	90	60	46	27	17	29	19	16
APC	1459	941	550	341	352	383	303	264	404	222	286
APC2	28	7	0	2	0	0	0	0	0	0	0
APCDD1	7	5	34	75	166	87	0	7	3	0	1
APCDD1L	244	163	56	92	102	17	10	4	3	2	4
APCDD1L-DT	175	45	11	30	77	7	3	0	1	0	0
APCS	0	0	0	0	0	0	0	0	0	0	0
APEH	4009	2358	1000	651	390	511	124	49	137	57	74
APELA	1	0	0	0	0	0	0	0	0	0	0
APEX1	2990	1913	5852	4231	3400	3693	567	586	1095	443	641
APEX2	872	518	373	401	265	260	305	274	368	180	282
APH1A	4657	2083	537	367	259	340	146	151	328	161	113
APH1B	390	122	203	179	135	137	39	18	38	15	22
API5	4064	2517	2575	2462	1547	1937	464	410	955	395	494
APIP	536	323	1617	1581	1013	1469	81	96	220	75	65
APLF	403	119	203	137	105	163	22	15	57	21	16
APLN	894	1088	323	42	63	48	167	43	201	71	63
APLNR	0	0	0	0	0	0	0	0	0	0	0
APLP1	11	6	23	27	12	14	3	4	5	2	1
APLP2	28148	13567	10261	7865	4977	6134	4377	2976	5954	3339	3371
APMAP	5547	2566	2085	2975	1020	1512	688	589	1090	570	631
APOA1	0	0	1	0	0	0	0	0	0	0	0
APOA1-AS	1	0	0	0	0	0	0	0	0	0	0
APOA2	0	0	0	1	0	1	0	0	0	0	0
APOA4	0	0	0	0	0	0	0	0	0	0	0
APOA5	0	0	0	0	0	0	0	0	0	0	0
APOB	1	0	0	0	0	0	0	0	0	0	0
APOBEC1	0	0	0	0	0	0	0	0	0	0	0
APOBEC2	1	2	3	4	2	0	1	0	0	0	1
APOBEC3A	1	0	109	31	72	92	0	0	0	0	0
APOBEC3B	100	43	22	12	17	9	7	1	2	2	0
APOBEC3B-AS1	0	0	0	0	0	0	0	0	0	0	0
APOBEC3C	810	460	1275	701	572	679	890	655	1568	537	766
APOBEC3D	0	0	2	2	2	0	0	0	0	0	0
APOBEC3F	73	26	199	84	81	95	40	15	55	19	13
APOBEC3G	49	31	1599	355	638	649	77	44	76	29	70
APOBEC3H	0	0	10	4	2	0	1	0	3	2	2
APOBEC4	1	0	0	0	4	0	0	0	0	0	0
APOBR	1	0	4	0	2	3	0	0	0	0	0
APOC1	61	18	82	16	65	23	4	1	2	1	1
APOC2	0	0	0	0	0	0	0	0	0	0	0
APOC3	0	0	0	0	0	0	0	0	0	0	0
APOC4	0	0	0	0	0	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0	0	0	0	0	0	0
APOD	1	2	29	171	173	7	1	1	2	3	1
APOE	1092	216	184	117	219	22	3	2	2	8	1
APOF	2	0	3	0	0	1	0	0	0	0	0
APOH	0	0	0	0	0	0	0	0	0	0	0
APOL1	38	30	266	125	27	20	24	3	12	14	17
APOL2	233	264	262	213	122	67	22	8	20	12	8
APOL3	68	28	133	20	8	16	1	0	1	6	2
