"lako1"	"lako2"	"lako3"	"lako4"	"lako6"
"AP005233.2"	0	0	0	0	0
"AP000439.1"	0	0	0	0	0
"LINC02747"	1	0	0	0	0
"CCND1"	225	291	271	513	24
"LTO1"	19	23	41	43	1
"AP003555.1"	0	0	0	0	0
"ANO1"	1	1	2	7	0
"FADD"	10	9	16	15	3
"AP000879.1"	0	0	0	0	0
"PPFIA1"	64	85	105	111	5
"AP002336.2"	0	0	0	0	0
"AP002336.1"	1	3	7	1	0
"AP000487.2"	0	0	0	1	0
"AP000487.1"	0	6	10	6	0
"CTTN"	159	240	278	319	24
"SHANK2"	1	0	1	0	0
"DHCR7"	9	17	9	20	0
"AP002387.2"	14	37	16	21	0
"NADSYN1"	31	62	54	90	1
"KRTAP5-8"	0	0	0	1	0
"KRTAP5-9"	0	0	0	0	0
"KRTAP5-10"	0	0	0	1	0
"ALG1L9P"	3	2	4	3	0
"AP003498.1"	0	0	0	1	0
"AP003498.2"	166	365	272	259	5
"FAM86C1"	6	3	5	9	1
"ZNF705E"	0	0	0	1	0
"AP002495.1"	8	12	11	11	2
"RNF121"	18	43	41	53	2
"IL18BP"	1	2	5	37	0
"NUMA1"	85	221	244	286	20
"AP002490.1"	1	4	1	2	0
"LRTOMT"	4	16	13	14	0
"LAMTOR1"	117	289	217	426	19
"ANAPC15"	61	129	119	177	9
"FOLR3"	1	0	0	0	0
"FOLR1"	0	0	2	0	0
"FOLR2"	1	0	0	2	0
"INPPL1"	7	39	56	41	2
"AP000593.4"	0	3	0	1	0
"CLPB"	18	27	35	37	0
"PDE2A"	0	0	1	1	0
"ARAP1"	9	23	16	30	8
"ARAP1-AS1"	0	0	0	0	0
"ARAP1-AS2"	0	0	0	0	0
"STARD10"	81	184	210	229	12
"AP002381.2"	7	29	20	31	0
"ATG16L2"	8	20	32	37	3
"FCHSD2"	13	15	21	18	3
"P2RY2"	1	5	2	8	2
"AP002761.4"	0	2	3	1	0
"P2RY6"	5	2	1	4	2
"AP002761.3"	0	0	0	1	0
"ARHGEF17"	5	7	14	8	1
"RELT"	36	79	123	90	1
"AP000763.4"	0	0	0	1	0
"FAM168A"	14	40	44	34	1
"AP000763.3"	1	0	10	7	0
"PLEKHB1"	0	1	0	0	0
"RAB6A"	82	124	104	166	5
"AP002770.1"	0	1	0	0	0
"MRPL48"	34	60	48	62	2
"COA4"	138	216	159	235	12
"PAAF1"	21	54	32	48	3
"DNAJB13"	0	0	0	0	0
"UCP2"	2	7	2	8	0
"AP003717.4"	0	0	1	0	0
"UCP3"	0	1	0	1	1
"C2CD3"	9	20	21	19	1
"PPME1"	34	75	65	95	6
"P4HA3"	0	0	1	4	0
"PGM2L1"	47	59	71	69	2
"AP001085.1"	0	0	1	0	0
"KCNE3"	0	1	0	0	0
"AP001372.3"	0	0	0	0	0
"LIPT2"	0	9	3	7	0
"AP001372.2"	4	16	7	14	2
"POLD3"	28	59	51	67	5
"CHRDL2"	0	0	1	1	0
"RNF169"	64	109	90	108	7
"XRRA1"	41	45	41	109	1
"AP001992.2"	1	0	0	0	0
"SPCS2"	424	792	758	932	42
"NEU3"	9	5	12	9	0
"SLCO2B1"	0	0	0	2	1
"TPBGL"	0	0	0	0	0
"ARRB1"	3	5	4	6	0
"RPS3"	9036	20056	18699	22064	532
"KLHL35"	8	13	4	12	0
"GDPD5"	0	1	4	0	2
"SERPINH1"	164	225	98	337	20
"AP001922.5"	0	0	0	0	0
"MAP6"	0	4	2	4	0
"DGAT2"	2	3	0	0	0
"UVRAG"	27	60	48	83	4
"AP003168.2"	0	4	0	2	0
"WNT11"	4	5	14	3	0
"THAP12"	47	109	119	119	7
"GVQW3"	4	11	13	9	1
"AP002360.1"	19	69	45	38	1
"EMSY"	20	70	51	57	4
"LINC02757"	0	0	0	0	0
"AP001189.5"	0	0	0	0	0
"LRRC32"	0	3	0	0	0
"TSKU"	30	87	87	196	6
"AP003119.2"	2	9	11	14	0
"AP003119.3"	0	1	1	3	0
"ACER3"	38	55	65	41	7
"AP002498.1"	0	0	0	0	0
"CAPN5"	9	6	9	17	0
"MYO7A"	0	1	0	2	0
"PAK1"	29	77	76	78	3
"AP003680.1"	1	0	3	3	1
"CLNS1A"	130	373	321	381	19
"AQP11"	1	0	2	0	0
"RSF1"	247	482	409	563	34
"RSF1-IT2"	0	2	1	1	0
"RSF1-IT1"	2	1	3	2	0
"AAMDC"	81	208	141	242	5
"AP002812.5"	0	0	0	0	0
"INTS4"	14	26	16	26	5
"KCTD14"	5	15	10	18	1
"AP003032.1"	0	7	6	4	0
"NDUFC2"	273	630	581	923	47
"ALG8"	35	53	60	59	0
"KCTD21-AS1"	1	2	6	5	0
"KCTD21"	4	7	8	5	0
"USP35"	2	1	3	0	0
"GAB2"	0	2	2	5	0
"LINC02728"	0	1	1	3	0
"NARS2"	24	38	35	49	1
"TENM4"	8	20	31	23	5
"MIR4300HG"	0	0	0	0	0
"FAM181B"	4	14	11	15	2
"PRCP"	60	113	112	202	17
"DDIAS"	0	0	1	2	0
"AP000893.2"	0	0	0	0	0
"RAB30"	50	152	75	107	4
"RAB30-DT"	46	101	76	99	0
"PCF11"	180	333	426	521	10
"AP000873.4"	1	0	0	0	0
"AP000873.2"	21	58	53	36	0
"PCF11-AS1"	4	10	15	11	0
"ANKRD42"	9	31	22	28	1
"CCDC90B"	76	189	110	187	11
"AP000446.1"	0	0	0	1	0
"DLG2"	11	31	12	28	0
"AP001825.1"	0	0	0	0	0
"TMEM126B"	72	147	98	156	6
"TMEM126A"	77	160	128	177	4
"CREBZF"	106	191	169	227	7
"CCDC89"	0	0	0	0	0
"SYTL2"	5	4	2	5	0
"PICALM"	55	126	152	153	7
"EED"	30	72	46	69	4
"HIKESHI"	112	239	157	301	8
"CCDC81"	0	0	3	0	0
"ME3"	5	5	3	8	1
"AP003059.1"	0	1	0	3	0
"PRSS23"	26	38	13	94	35
"AP000654.1"	0	0	0	0	0
"AP001528.1"	2	1	3	3	0
"FZD4"	0	3	1	1	0
"FZD4-DT"	0	1	2	6	0
"TMEM135"	9	24	23	31	2
"AP005436.1"	1	2	2	1	0
"RAB38"	72	105	127	190	14
"CTSC"	219	242	165	339	46
"AP003120.1"	2	2	1	2	0
"GRM5"	0	0	0	0	0
"TYR"	1	8	2	22	0
"NOX4"	2	0	3	2	0
"AP000648.9"	0	0	0	0	0
"NAALAD2"	0	0	0	2	0
"CHORDC1"	188	185	159	201	11
"DISC1FP1"	0	0	0	0	0
"FAT3"	0	0	1	1	0
"SLC36A4"	73	101	135	154	4
"DEUP1"	0	0	0	0	0
"SMCO4"	9	29	24	22	1
"CEP295"	20	40	22	56	1
"SCARNA9"	0	1	0	0	0
"TAF1D"	592	804	638	635	21
"C11orf54"	13	57	56	63	2
"MED17"	67	127	148	115	4
"HEPHL1"	0	0	0	0	5
"PANX1"	32	51	60	28	2
"AP002784.1"	4	10	10	11	0
"GPR83"	0	0	0	0	0
"MRE11"	41	85	101	101	1
"AP000786.1"	0	1	1	1	0
"ANKRD49"	48	159	105	147	11
"C11orf97"	0	0	2	1	0
"FUT4"	0	4	4	2	0
"PIWIL4"	2	5	0	1	0
"AP000943.2"	0	0	0	0	0
"AMOTL1"	47	94	114	117	14
"CWC15"	185	362	243	367	23
"KDM4D"	2	2	1	6	1
"SRSF8"	70	155	156	176	11
"ENDOD1"	34	32	22	46	3
"AP000787.1"	2	9	9	9	2
"SESN3"	73	138	197	181	19
"FAM76B"	39	66	78	104	3
"CEP57"	62	157	113	178	7
"MTMR2"	14	34	35	37	1
"MAML2"	70	232	216	222	16
"AP000779.1"	0	0	0	0	0
"CCDC82"	68	112	125	131	6
"JRKL"	16	30	18	33	0
"CNTN5"	0	2	1	2	0
"AP001351.1"	0	3	1	2	0
"ARHGAP42"	21	31	31	29	3
"PGR"	2	1	0	0	0
"PGR-AS1"	0	1	0	0	0
"TRPC6"	0	0	0	0	0
"ANGPTL5"	3	5	4	5	0
"CEP126"	19	70	43	60	1
"CFAP300"	8	24	30	25	1
"AP001527.1"	0	1	1	1	0
"AP001527.2"	11	14	13	12	0
"YAP1"	130	327	347	354	19
"AP000942.2"	0	0	0	1	0
"BIRC3"	103	128	123	129	11
"BIRC2"	94	239	295	235	12
"TMEM123"	331	628	706	1126	34
"AP001830.1"	3	7	20	10	0
"MMP7"	1	1	1	7	0
"MMP27"	7	18	13	16	1
"MMP10"	1682	2125	2769	1194	95
"MMP1"	625	97	230	339	1
"MMP3"	121	14	46	14	1
"MMP12"	4	1	8	1	0
"DCUN1D5"	79	143	162	158	5
"DYNC2H1"	11	37	38	47	5
"PDGFD"	44	78	51	53	2
"LINC02552"	0	0	0	0	0
"CASP4"	144	201	211	333	11
"CASP5"	0	0	0	0	0
"CASP1"	38	71	78	82	3
"CARD16"	23	64	63	76	4
"CARD17"	0	0	0	0	0
"CARD18"	0	0	0	0	0
"GRIA4"	4	4	9	7	0
"MSANTD4"	19	33	25	34	3
"KBTBD3"	19	40	56	82	4
"AASDHPPT"	71	127	109	140	6
"GUCY1A2"	4	0	0	3	0
"AP000766.1"	3	7	23	11	1
"CWF19L2"	90	256	148	211	10
"ALKBH8"	6	15	12	16	1
"ELMOD1"	1	1	0	0	0
"SLN"	0	0	0	1	0
"SLC35F2"	53	90	95	70	2
"RAB39A"	2	1	1	1	0
"AP003307.1"	7	14	8	19	0
"CUL5"	77	130	157	171	5
"AP002433.1"	1	7	1	1	0
"ACAT1"	48	103	174	136	5
"AP002433.2"	0	1	3	1	0
"NPAT"	31	77	98	103	1
"ATM"	37	87	83	129	10
"C11orf65"	3	6	8	5	0
"POGLUT3"	37	73	90	149	11
"EXPH5"	87	228	196	355	8
"DDX10"	66	103	115	93	7
"RDX"	221	645	598	508	46
"AP001981.2"	0	0	1	0	0
"ZC3H12C"	13	9	31	37	1
"FDX1"	121	225	215	315	13
"ARHGAP20"	14	68	44	20	2
"LINC02550"	0	1	1	2	0
"C11orf53"	2	5	2	6	0
"COLCA1"	7	12	11	10	5
"COLCA2"	3	11	9	10	0
"POU2AF1"	0	3	0	0	0
"AP002008.4"	1	0	0	0	0
"LAYN"	14	16	23	16	0
"SIK2"	29	108	72	83	3
"PPP2R1B"	48	142	121	66	7
"ALG9"	12	38	34	27	1
"ALG9-IT1"	0	0	4	0	0
"FDXACB1"	4	5	7	6	0
"C11orf1"	165	321	380	395	15
"CRYAB"	5638	4287	2046	5859	126
"HSPB2"	13	20	24	18	0
"C11orf52"	7	12	16	23	0
"DIXDC1"	23	62	65	68	1
"AP000907.2"	0	0	1	0	0
"DLAT"	21	26	34	59	4
"PIH1D2"	0	3	4	3	0
"NKAPD1"	71	144	152	124	8
"TIMM8B"	204	297	279	521	11
"SDHD"	218	430	373	403	25
"IL18"	672	2144	1645	1084	57
"TEX12"	0	0	0	2	0
"BCO2"	67	241	143	182	7
"PTS"	146	212	151	247	5
"AP002884.3"	3	4	5	7	0
"LINC02762"	17	73	56	155	6
"LINC02763"	1	1	0	1	0
"AP000802.1"	0	0	0	0	0
"NCAM1"	0	4	1	3	0
"NCAM1-AS1"	0	0	0	0	0
"AP000880.1"	2	6	5	2	0
"TTC12"	8	14	19	15	1
"AP002840.2"	8	4	6	2	0
"ANKK1"	2	0	2	0	0
"DRD2"	0	0	0	0	0
"TMPRSS5"	0	0	0	0	0
"ZW10"	17	13	24	23	5
"AP003170.4"	1	2	1	1	0
"USP28"	24	53	67	53	5
"HTR3B"	1	1	5	3	0
"ZBTB16"	109	302	302	266	1
"NNMT"	47	24	18	95	0
"AP002518.1"	0	0	0	0	0
"C11orf71"	17	46	24	62	0
"RBM7"	89	213	219	173	5
"REXO2"	135	220	168	313	14
"NXPE2"	0	0	0	0	0
"CADM1"	24	88	116	232	5
"AP000462.3"	0	1	0	0	0
"AP000997.3"	0	0	0	0	0
"LINC00900"	2	6	3	9	0
"BUD13"	20	35	39	37	4
"AP006216.1"	0	0	0	0	0
"ZPR1"	104	214	202	153	4
"APOA1"	0	5	2	1	0
"APOA1-AS"	3	17	12	10	0
"SIK3"	126	329	421	324	3
"PAFAH1B2"	80	234	194	241	9
"SIDT2"	5	34	31	35	1
"TAGLN"	79	170	223	52	1
"PCSK7"	50	102	152	155	10
"RNF214"	26	42	32	70	4
"BACE1"	30	46	44	43	2
"BACE1-AS"	3	5	12	11	2
"AP000892.3"	0	1	0	1	0
"CEP164"	32	55	41	53	2
"DSCAML1"	2	1	2	0	0
"FXYD2"	1	1	2	0	0
"FXYD6"	3	5	10	13	0
"TMPRSS13"	12	15	23	40	1
"IL10RA"	1	4	1	1	0
"TMPRSS4"	91	244	256	390	4
"SCN4B"	0	8	9	10	0
"SCN2B"	3	6	3	1	0
"JAML"	0	0	4	0	0
"MPZL3"	45	101	108	175	1
"MPZL2"	269	432	430	635	27
"CD3E"	0	1	0	0	0
"CD3D"	0	0	0	2	1
"CD3G"	0	0	0	0	0
"UBE4A"	41	99	99	112	5
"AP001267.1"	1	5	1	2	0
"ATP5MG"	1010	2444	1767	2833	81
"AP001267.4"	0	0	0	0	0
"AP001267.2"	1	4	2	0	0
"KMT2A"	378	791	656	774	33
"AP001267.3"	6	7	7	8	0
"TTC36"	0	0	1	1	0
"TMEM25"	28	53	43	67	1
"IFT46"	8	26	32	22	2
"ARCN1"	87	121	161	178	5
"PHLDB1"	17	42	52	49	3
"AP000941.1"	0	1	0	1	0
"TREH"	0	0	0	0	0
"AP002954.1"	0	0	0	0	0
"AP002954.2"	0	1	2	1	0
"DDX6"	214	507	541	459	20
"AP004609.3"	10	26	35	35	3
"CXCR5"	1	0	3	1	0
"BCL9L"	67	146	160	150	11
"UPK2"	0	2	1	1	0
"CCDC84-DT"	2	3	1	2	0
"CCDC84"	56	103	59	96	3
"AP003392.1"	0	2	1	0	0
"RPS25"	5695	14210	12820	16968	372
"TRAPPC4"	115	187	183	227	12
"SLC37A4"	11	31	21	30	1
"AP003392.3"	1	0	1	0	0
"HYOU1"	50	69	71	108	4
"AP003392.4"	0	0	0	0	0
"AP003392.5"	3	9	3	3	0
"VPS11"	20	38	40	49	4
"HMBS"	17	35	18	49	2
"H2AFX"	89	200	234	304	8
"DPAGT1"	26	27	27	37	3
"C2CD2L"	7	23	26	23	1
"HINFP"	11	29	29	30	3
"ABCG4"	0	2	0	1	0
"NLRX1"	2	9	7	18	1
"PDZD3"	1	8	0	3	0
"CCDC153"	2	10	11	14	0
"CBL"	16	46	51	52	0
"MCAM"	15	10	24	40	5
"RNF26"	18	33	21	22	2
"USP2"	10	32	13	13	0
"USP2-AS1"	4	1	3	4	1
"THY1"	1	0	0	2	0
"AP003396.5"	0	0	0	0	0
"AP003393.1"	0	0	0	0	0
"NECTIN1"	115	245	227	220	25
"AP001994.2"	9	20	7	10	1
"AP001994.3"	3	0	1	1	0
"LINC02744"	5	1	3	3	0
"AP001360.1"	6	9	9	15	1
"TRIM29"	504	1335	1585	2619	72
"AP000679.1"	1	2	4	2	0
"OAF"	55	73	156	72	2
"POU2F3"	9	38	39	28	1
"TLCD5"	35	81	27	35	0
"ARHGEF12"	138	342	326	324	12
"GRIK4"	2	9	5	4	0
"AP004147.1"	2	13	4	11	1
"TBCEL"	5	20	18	25	3
"TECTA"	0	0	0	1	0
"SC5D"	23	63	52	90	7
"AP000977.1"	0	0	0	0	0
"SORL1"	40	224	144	186	8
"AP001977.1"	0	0	0	0	0
"AP001924.1"	0	0	0	0	0
"MIR100HG"	28	31	55	21	3
"BLID"	0	0	1	0	0
"UBASH3B"	4	7	8	3	0
"AP002762.3"	0	3	1	1	0
"AP002762.2"	0	0	0	0	0
"CRTAM"	0	1	0	0	0
"JHY"	5	15	6	15	0
"HSPA8"	3032	1781	1147	4396	44
"AP000926.2"	4	5	5	7	0
"CLMP"	3	0	1	3	0
"GRAMD1B"	7	10	10	20	0
"SCN3B"	11	19	7	23	0
"ZNF202"	8	21	7	16	0
"VWA5A"	43	46	43	99	7
"TBRG1"	102	167	176	228	6
"SIAE"	8	12	7	29	1
"SPA17"	9	13	14	27	4
"NRGN"	0	1	1	0	0
"AP000866.5"	0	0	0	0	0
"VSIG2"	3	7	16	19	1
"ESAM"	0	0	1	0	0
"AP000866.2"	5	3	3	5	0
"MSANTD2"	16	39	35	58	1
"AP000866.6"	1	0	7	11	0
"AP000866.1"	1	4	5	5	0
"ROBO3"	0	9	11	5	0
"ROBO4"	0	3	1	0	0
"HEPACAM"	0	0	0	0	0
"HEPN1"	1	0	0	0	0
"CCDC15-DT"	3	5	0	3	0
"CCDC15"	8	10	1	17	2
"SLC37A2"	2	2	5	7	0
"TMEM218"	28	66	46	59	2
"PKNOX2"	1	1	1	1	0
"FEZ1"	19	22	28	29	8
"AP000708.1"	1	2	0	2	0
"EI24"	113	182	239	420	17
"STT3A"	23	51	50	55	4
"CHEK1"	5	9	12	13	2
"HYLS1"	6	14	11	17	1
"PUS3"	57	99	80	67	4
"DDX25"	6	18	7	11	0
"AP000842.1"	0	0	0	0	0
"VSIG10L2"	3	7	8	9	0
"CDON"	3	9	14	7	1
"AP000821.2"	0	0	0	0	0
"RPUSD4"	52	100	84	77	9
"AP001893.1"	0	3	1	1	0
"FAM118B"	8	11	10	18	2
"SRPRA"	121	172	153	247	6
"FOXRED1"	15	24	21	24	1
"TIRAP"	4	6	4	9	1
"AP001318.2"	6	7	2	5	0
"DCPS"	24	62	45	107	5
"GSEC"	0	4	3	5	0
"ST3GAL4"	40	58	100	111	6
"KIRREL3"	1	2	3	11	0
"AP001783.1"	17	15	51	70	0
"AP002833.1"	0	0	0	0	0
"ETS1"	32	53	151	18	2
"FLI1"	1	1	0	2	0
"SENCR"	0	1	0	0	0
"KCNJ5"	1	2	5	3	0
"C11orf45"	2	6	6	1	0
"TP53AIP1"	9	61	112	46	8
"ARHGAP32"	33	71	93	92	1
"BARX2"	54	35	140	55	4
"AP003500.1"	0	0	0	0	0
"AP003327.2"	0	0	0	0	0
"TMEM45B"	2	4	3	7	0
"NFRKB"	23	41	50	66	3
"PRDM10"	6	10	13	13	1
"LINC00167"	2	1	1	0	0
"APLP2"	329	511	535	916	43
"ST14"	57	112	125	110	14
"ZBTB44"	76	210	256	229	12
"ZBTB44-DT"	1	8	7	3	0
"ADAMTS8"	1	1	1	1	0
"ADAMTS15"	0	0	0	1	0
"LINC02551"	0	2	0	4	0
"AP003486.1"	2	3	5	10	0
"SNX19"	28	23	25	48	1
"AP002856.3"	0	1	0	0	0
"NTM"	0	0	0	0	1
"OPCML"	1	0	3	3	0
"SPATA19"	0	1	0	0	0
"IGSF9B"	3	0	1	3	0
"LINC02731"	2	4	1	3	0
"AP000911.1"	1	0	0	0	0
"JAM3"	48	86	57	112	6
"NCAPD3"	15	24	20	31	1
"VPS26B"	18	24	32	49	3
"THYN1"	55	148	121	169	7
"ACAD8"	13	34	33	42	7
"GLB1L3"	0	3	2	3	3
"GLB1L2"	7	4	3	3	0
"B3GAT1"	0	0	0	0	0
"LINC02697"	0	0	0	0	0
"IQSEC3"	0	0	0	0	0
"AC026369.1"	0	0	0	1	0
"SLC6A12"	0	0	0	0	0
"AC007406.5"	1	11	10	17	2
"KDM5A"	87	194	172	220	8
"CCDC77"	9	20	24	22	1
"B4GALNT3"	31	32	69	48	2
"NINJ2"	5	2	0	6	0
"AC021054.1"	4	9	2	8	0
"WNK1"	132	317	325	392	19
"AC004765.1"	0	0	1	0	0
"RAD52"	5	15	10	13	2
"AC004803.1"	2	6	3	7	0
"ERC1"	71	112	127	122	9
"LINC00942"	0	0	1	0	0
"WNT5B"	22	22	31	32	4
"FBXL14"	5	14	6	11	0
"ADIPOR2"	70	140	96	149	3
"AC005343.1"	1	2	1	4	0
"CACNA2D4"	1	3	0	6	0
"DCP1B"	6	11	19	23	1
"CACNA1C"	2	0	0	0	0
"AC005342.1"	0	1	0	0	0
"CACNA1C-AS2"	2	2	3	4	1
"FKBP4"	178	161	133	173	12
"ITFG2-AS1"	7	12	7	4	0
"AC005841.1"	0	1	0	0	0
"ITFG2"	11	35	28	40	5
"NRIP2"	0	1	0	0	0
"FOXM1"	0	0	3	2	1
"RHNO1"	8	23	26	37	2
"TULP3"	27	50	56	57	7
"AC005911.1"	0	0	1	2	0
"TEAD4"	10	19	20	8	0
"AC125807.2"	0	1	2	0	0
"TSPAN9"	28	58	50	48	8
"AC005912.2"	0	0	0	0	0
"AC005865.2"	2	1	0	3	0
"PRMT8"	0	0	0	0	0
"AC005908.3"	0	0	0	0	0
"CRACR2A"	0	0	0	1	1
"PARP11"	3	27	17	10	3
"CCND2-AS1"	1	6	4	2	0
"CCND2"	98	250	354	141	12
"TIGAR"	25	62	108	90	3
"C12orf4"	11	12	16	30	0
"RAD51AP1"	1	5	10	13	2
"DYRK4"	29	64	36	63	1
"AKAP3"	2	3	1	4	0
"NDUFA9"	90	127	162	224	8
"GALNT8"	0	0	0	0	0
"AC005906.2"	0	0	0	0	0
"KCNA1"	4	1	2	0	1
"KCNA5"	0	0	0	0	0
"AC006206.2"	1	4	1	1	0
"AC006206.1"	0	2	2	4	0
"AC007848.1"	1	2	3	1	0
"NTF3"	12	27	18	16	1
"ANO2"	0	4	1	3	0
"VWF"	1	0	3	4	1
"CD9"	1665	5610	4851	5977	200
"PLEKHG6"	10	26	19	17	2
"TNFRSF1A"	186	430	306	458	23
"SCNN1A"	22	40	48	119	1
"LTBR"	92	242	154	227	11
"AC005840.2"	3	1	0	2	0
"CD27-AS1"	24	48	67	52	4
"CD27"	0	0	0	0	0
"TAPBPL"	25	39	40	80	6
"VAMP1"	7	11	11	38	0
"AC005840.4"	0	0	0	1	0
"MRPL51"	332	613	397	637	37
"NCAPD2"	6	27	35	32	5
"AC006064.5"	0	0	1	0	0
"GAPDH"	5898	10184	13376	20774	415
"AC006064.4"	6	17	20	18	0
"IFFO1"	2	5	8	6	0
"AC006064.1"	0	0	1	1	0
"NOP2"	23	44	41	53	3
"CHD4"	126	330	436	432	14
"AC006064.2"	0	4	2	0	0
"LPAR5"	1	8	3	5	0
"ACRBP"	0	0	0	0	0
"ING4"	38	86	76	89	0
"AC125494.1"	0	0	0	0	0
"ZNF384"	22	31	48	53	6
"PIANP"	1	1	0	0	0
"COPS7A"	36	73	61	102	2
"AC125494.2"	0	2	0	0	1
"MLF2"	209	459	458	741	23
"PTMS"	616	1556	1468	2006	52
"LAG3"	1	2	8	33	1
"CD4"	0	2	2	0	0
"GPR162"	0	0	0	0	0
"P3H3"	12	21	13	34	4
"GNB3"	0	2	1	1	0
"CDCA3"	1	4	2	2	0
"USP5"	27	44	47	63	3
"TPI1"	807	1114	1219	1743	57
"SPSB2"	10	18	17	19	1
"LRRC23"	21	53	36	47	1
"U47924.3"	0	0	1	1	0
"ENO2"	10	1	8	5	0
"ATN1"	72	182	251	199	9
"C12orf57"	931	2541	2300	3020	45
"U47924.2"	2	5	5	17	0
"PTPN6"	9	27	35	41	4
"MIR200CHG"	63	244	203	395	3
"U47924.1"	0	1	0	1	0
"PHB2"	248	494	553	531	30
"EMG1"	71	174	143	131	8
"LPCAT3"	53	105	88	168	15
"C1S"	63	95	74	388	41
"C1R"	121	198	142	901	107
"C1RL"	15	35	40	76	2
"C1RL-AS1"	4	12	6	8	2
"RBP5"	0	2	3	0	0
"AC018653.3"	1	1	3	2	0
"CLSTN3"	10	22	9	21	2
"AC018653.4"	0	0	0	0	0
"PEX5"	15	32	25	30	1
"CD163L1"	3	2	0	1	0
"CD163"	2	0	0	2	0
"GDF3"	0	0	0	0	0
"NANOG"	0	1	6	3	2
"SLC2A14"	0	0	0	1	0
"AC006517.2"	0	0	0	0	0
"SLC2A3"	110	288	160	277	4
"AC006511.6"	1	0	0	1	0
"FOXJ2"	17	53	61	61	1
"C3AR1"	0	0	0	0	0
"NECAP1"	72	163	124	119	4
"CLEC4A"	3	1	3	5	0
"FAM66C"	3	9	6	3	2
"AC092111.2"	0	0	0	0	0
"AC092111.1"	0	0	5	0	0
"FAM90A1"	1	0	1	0	0
"LINC02449"	0	0	0	0	0
"AC092745.5"	0	0	1	0	0
"AC092745.4"	2	3	10	6	0
"LINC00937"	1	6	6	6	0
"CLEC4D"	0	0	0	0	0
"CLEC4E"	0	1	0	0	0
"AICDA"	1	0	0	0	1
"MFAP5"	2	1	0	3	0
"RIMKLB"	49	100	73	88	3
"A2ML1-AS1"	0	0	0	0	0
"AC092490.1"	0	1	1	0	0
"A2ML1"	0	1	0	0	0
"PHC1"	10	21	29	35	3
"M6PR"	130	184	179	197	16
"KLRG1"	0	3	0	4	0
"LINC00612"	1	0	0	7	0
"A2M-AS1"	0	4	2	4	0
"A2M"	8	1	0	26	1
"PZP"	0	0	0	0	0
"LINC00987"	3	1	1	0	0
"AC010175.1"	0	2	0	0	0
"LINC02367"	1	0	1	0	0
"AC092821.3"	19	52	63	77	4
"KLRB1"	1	0	0	0	0
"AC010186.1"	0	0	0	0	0
"AC010186.3"	1	3	3	2	1
"CLEC2D"	20	29	48	55	10
"CLECL1"	1	0	2	0	0
"CD69"	0	0	0	1	0
"KLRF1"	3	9	11	10	0
"CLEC2B"	588	1770	2099	1995	50
"AC091814.1"	1	1	0	0	0
"CLEC2A"	10	41	33	16	2
"CLEC12A"	0	0	0	1	0
"CLEC12B"	0	0	2	4	0
"CLEC9A"	0	0	0	0	0
"CLEC1A"	2	3	1	9	0
"CLEC7A"	53	31	55	152	8
"OLR1"	0	0	1	0	0
"TMEM52B"	1	0	5	1	0
"GABARAPL1"	255	641	389	464	14
"KLRD1"	2	2	9	14	0
"AC022075.1"	10	22	16	19	1
"KLRK1"	0	0	1	0	0
"KLRC4"	0	0	0	0	0
"KLRC2"	0	0	0	0	0
"KLRC1"	0	0	0	0	0
"EIF2S3B"	5	4	0	6	0
"MAGOHB"	61	100	74	95	10
"STYK1"	6	7	10	10	0
"YBX3"	2132	4768	4479	5420	126
"PRH1"	18	22	23	56	1
"PRR4"	9	5	9	18	0
"PRH2"	0	0	0	0	0
"TAS2R14"	2	4	3	2	3
"TAS2R19"	0	0	2	1	0
"TAS2R31"	0	2	1	1	0
"TAS2R30"	2	2	0	1	0
"SMIM10L1"	51	63	45	94	4
"PRB3"	0	0	0	0	0
"AC007450.1"	0	0	1	0	0
"LINC01252"	1	4	3	9	0
"ETV6"	48	115	100	137	2
"BCL2L14"	0	1	0	0	0
"LRP6"	36	51	31	66	3
"MANSC1"	16	48	53	68	2
"LOH12CR2"	3	10	4	9	4
"BORCS5"	25	33	31	47	6
"DUSP16"	42	73	52	83	5
"AC007619.1"	0	0	0	0	0
"CREBL2"	39	75	72	76	3
"AC008115.4"	0	0	0	0	0
"GPR19"	0	2	0	0	0
"CDKN1B"	55	128	93	95	5
"AC008115.3"	7	8	3	7	0
"APOLD1"	3	10	5	10	0
"DDX47"	8	20	20	18	0
"GPRC5A"	331	372	474	478	7
"GPRC5D-AS1"	20	50	27	47	0
"GPRC5D"	0	0	0	0	0
"HEBP1"	63	130	125	185	6
"AC023790.2"	0	1	0	2	0
"FAM234B"	3	6	7	6	0
"GSG1"	0	0	1	0	0
"EMP1"	1468	4696	5029	3965	32
"AC022276.1"	0	0	1	0	0
"LINC01559"	0	0	0	0	0
"GRIN2B"	0	0	4	0	0
"AC007527.1"	0	0	0	0	0
"ATF7IP"	55	137	152	155	13
"PLBD1"	25	28	40	45	8
"PLBD1-AS1"	3	10	3	3	1
"AC010168.1"	0	2	1	0	0
"AC010168.2"	15	10	20	50	1
"HIST4H4"	19	13	9	28	1
"H2AFJ"	330	639	526	704	18
"WBP11"	151	356	329	268	11
"C12orf60"	1	5	5	3	0
"SMCO3"	0	0	0	0	0
"AC007655.2"	0	1	0	0	0
"ART4"	0	0	0	1	0
"MGP"	159	43	7	100	2
"ERP27"	0	1	0	0	0
"ARHGDIB"	31	183	114	403	16
