"lako1"	"lako2"	"lako3"	"lako4"
"ST14"	501	376	686	834
"ZBTB44"	519	407	478	1100
"ZBTB44-DT"	13	17	13	17
"ADAMTS8"	3	1	1	1
"ADAMTS15"	0	0	2	1
"LINC02551"	0	2	3	5
"AP003486.1"	12	7	10	63
"SNX19"	166	86	87	279
"AP002856.3"	0	1	0	0
"NTM"	0	0	0	2
"OPCML"	1	1	3	3
"SPATA19"	1	2	1	15
"IGSF9B"	14	3	2	15
"LINC02731"	26	6	2	13
"AP000911.1"	3	0	0	1
"JAM3"	113	114	86	211
"NCAPD3"	142	69	79	273
"VPS26B"	160	97	121	390
"THYN1"	695	470	426	1167
"ACAD8"	156	73	115	266
"GLB1L3"	1	3	2	7
"GLB1L2"	11	4	6	7
"B3GAT1"	0	0	0	0
"LINC02697"	0	0	0	0
"IQSEC3"	4	3	5	17
"AC026369.1"	13	6	2	11
"SLC6A12"	0	0	0	0
"AC007406.5"	19	18	26	65
"KDM5A"	734	394	489	1175
"CCDC77"	79	33	47	113
"B4GALNT3"	150	91	171	269
"NINJ2"	18	8	9	24
"AC021054.1"	27	17	11	46
"WNK1"	1593	889	1315	2672
"AC004765.1"	0	0	1	0
"RAD52"	43	28	30	86
"AC004803.1"	25	11	14	34
"ERC1"	341	178	218	471
"LINC00942"	0	0	1	1
"WNT5B"	95	33	46	114
"FBXL14"	40	24	14	44
"ADIPOR2"	622	271	327	656
"AC005343.1"	8	5	2	8
"CACNA2D4"	4	3	0	12
"DCP1B"	70	26	42	116
"CACNA1C"	2	0	0	0
"AC005342.1"	0	1	1	1
"CACNA1C-AS2"	14	8	5	36
"FKBP4"	1254	347	344	1086
"ITFG2-AS1"	45	27	14	55
"AC005841.1"	0	1	0	0
"ITFG2"	143	67	62	286
"NRIP2"	2	1	0	6
"FOXM1"	51	27	24	108
"RHNO1"	124	82	104	274
"TULP3"	172	109	170	267
"AC005911.1"	2	2	4	9
"TEAD4"	37	22	35	51
"AC125807.2"	2	1	2	1
"TSPAN9"	180	132	113	430
"AC005912.2"	1	0	1	3
"AC005865.2"	8	5	2	7
"PRMT8"	2	0	0	0
"AC005908.3"	2	0	0	0
"CRACR2A"	0	0	0	10
"PARP11"	74	51	56	120
"CCND2-AS1"	3	8	4	2
"CCND2"	158	265	407	363
"TIGAR"	256	146	384	404
"C12orf4"	73	29	40	121
"RAD51AP1"	101	53	54	218
"DYRK4"	355	186	161	462
"AKAP3"	13	9	9	22
"NDUFA9"	828	399	509	1232
"GALNT8"	0	0	0	1
"AC005906.2"	0	0	0	0
"KCNA1"	4	1	2	1
"KCNA5"	0	0	0	0
"AC006206.2"	2	5	2	8
"AC006206.1"	6	3	4	7
"AC007848.1"	7	3	7	4
"NTF3"	325	156	152	443
"ANO2"	25	26	10	39
"VWF"	7	4	3	33
"CD9"	16946	13900	14607	31540
"PLEKHG6"	95	74	92	156
"TNFRSF1A"	1841	1038	1054	3238
"SCNN1A"	670	302	707	1222
"LTBR"	687	497	402	1166
"AC005840.2"	12	2	3	29
"CD27-AS1"	187	108	176	223
"CD27"	1	1	3	3
"TAPBPL"	198	116	147	418
"VAMP1"	24	20	16	86
"AC005840.4"	2	1	1	8
"MRPL51"	3090	2067	1601	4645
"NCAPD2"	156	97	144	343
"AC006064.5"	1	0	1	2
"GAPDH"	65154	33579	50882	106925
"AC006064.4"	61	44	48	74
"IFFO1"	12	6	9	21
"AC006064.1"	3	1	2	2
"NOP2"	152	85	77	236
"CHD4"	1287	668	1108	2071
"AC006064.2"	4	4	2	4
"LPAR5"	62	19	34	96
"ACRBP"	5	0	4	6
"ING4"	440	247	251	637
"AC125494.1"	0	0	0	1
"ZNF384"	189	85	130	313
"PIANP"	2	1	0	0
"COPS7A"	480	266	327	851
"AC125494.2"	1	3	0	5
"MLF2"	2514	1411	1891	4195
"PTMS"	3949	2926	3175	7084
"LAG3"	4	12	24	53
"CD4"	15	8	13	14
"GPR162"	0	0	1	2
"P3H3"	57	28	22	72
"GNB3"	1	2	1	6
"CDCA3"	97	37	43	104
"USP5"	373	155	181	588
"TPI1"	5474	2810	3713	9061
"SPSB2"	134	78	89	224
"LRRC23"	205	156	159	358
"U47924.3"	0	0	1	3
"ENO2"	34	5	27	21
"ATN1"	286	303	431	618
"C12orf57"	3564	3799	3774	7118
"U47924.2"	47	30	17	84
"PTPN6"	206	86	143	350
"MIR200CHG"	464	590	658	1541
"U47924.1"	3	2	1	1
"PHB2"	1314	912	1214	2368
"EMG1"	620	395	416	925
"LPCAT3"	191	177	192	500
"C1S"	108	111	88	572
"C1R"	185	241	182	1338
"C1RL"	92	64	76	238
"C1RL-AS1"	25	18	12	50
"RBP5"	0	3	3	5
"AC018653.3"	1	2	3	3
"CLSTN3"	25	29	20	63
"AC018653.4"	1	0	0	0
"PEX5"	130	72	80	201
"CD163L1"	7	2	0	5
"CD163"	2	0	0	5
"GDF3"	0	0	0	0
"NANOG"	6	6	16	32
"SLC2A14"	2	0	0	2
"AC006517.2"	0	0	0	0
"SLC2A3"	182	351	363	431
"AC006511.6"	1	0	0	4
"FOXJ2"	130	103	146	252
"C3AR1"	0	0	0	0
"NECAP1"	493	283	265	524
"CLEC4A"	21	6	14	22
"FAM66C"	17	17	9	14
"AC092111.2"	1	0	0	0
"AC092111.1"	3	1	5	0
"FAM90A1"	1	0	1	2
"LINC02449"	1	1	0	5
"AC092745.5"	0	1	2	4
"AC092745.4"	25	8	29	31
"LINC00937"	31	18	27	38
"CLEC4D"	0	0	0	0
"CLEC4E"	0	1	0	0
"AICDA"	2	1	1	3
"MFAP5"	4	1	5	10
"RIMKLB"	148	131	117	218
"A2ML1-AS1"	0	0	0	0
"AC092490.1"	0	2	5	3
"A2ML1"	5	2	2	2
"PHC1"	58	39	55	130
"M6PR"	844	404	470	1146
"KLRG1"	19	9	2	14
"LINC00612"	19	7	3	18
"A2M-AS1"	14	4	6	15
"A2M"	21	6	4	66
"PZP"	0	0	0	1
"LINC00987"	3	2	1	0
"AC010175.1"	0	3	3	2
"LINC02367"	2	0	3	2
"AC092821.3"	101	68	100	173
"KLRB1"	1	0	0	5
"AC010186.1"	0	1	1	0
"AC010186.3"	4	7	8	15
"CLEC2D"	55	53	60	143
"CLECL1"	1	0	2	1
"CD69"	2	1	0	4
"KLRF1"	7	16	13	16
"CLEC2B"	3312	2962	3694	7342
"AC091814.1"	6	3	2	10
"CLEC2A"	30	62	54	111
"CLEC12A"	0	0	0	1
"CLEC12B"	0	0	2	5
"CLEC9A"	0	0	0	1
"CLEC1A"	21	8	9	33
"CLEC7A"	1173	573	619	2133
"OLR1"	0	0	3	3
"TMEM52B"	1	0	6	1
"GABARAPL1"	1375	1014	931	1484
"KLRD1"	10	4	17	28
"AC022075.1"	89	79	72	161
"KLRK1"	1	0	2	1
"KLRC4"	0	0	0	0
"KLRC2"	0	0	0	0
"KLRC1"	0	0	1	1
"EIF2S3B"	12	6	1	10
"MAGOHB"	596	318	335	848
"STYK1"	23	12	25	34
"YBX3"	11853	9178	12429	19251
"PRH1"	110	55	42	326
"PRR4"	56	20	23	82
"PRH2"	1	0	0	0
"TAS2R14"	14	9	5	43
"TAS2R19"	1	1	2	2
"TAS2R31"	2	2	2	8
"TAS2R30"	3	3	0	8
"SMIM10L1"	471	225	145	546
"PRB3"	0	0	0	3
"AC007450.1"	0	0	1	1
"LINC01252"	53	7	10	70
"ETV6"	550	278	358	816
"BCL2L14"	0	5	4	6
"LRP6"	182	102	79	314
"MANSC1"	265	148	176	363
"LOH12CR2"	23	17	15	25
"BORCS5"	199	87	94	271
"DUSP16"	166	136	160	238
"AC007619.1"	0	0	0	0
"CREBL2"	458	276	355	716
"AC008115.4"	0	0	0	1
"GPR19"	4	3	3	6
"CDKN1B"	480	275	282	504
"AC008115.3"	60	15	5	23
"APOLD1"	59	42	31	80
"DDX47"	176	42	61	91
"GPRC5A"	4254	1677	3323	2410
"GPRC5D-AS1"	169	129	92	261
"GPRC5D"	4	0	6	1
"HEBP1"	661	445	460	962
"AC023790.2"	1	1	2	3
"FAM234B"	57	32	27	80
"GSG1"	1	2	1	1
"EMP1"	10630	13732	23188	17919
"AC022276.1"	0	0	2	0
"LINC01559"	0	0	0	0
"GRIN2B"	0	0	5	1
"AC007527.1"	1	0	0	0
"ATF7IP"	597	294	368	911
"PLBD1"	124	77	99	224
"PLBD1-AS1"	17	16	11	39
"AC010168.1"	0	2	2	1
"AC010168.2"	38	16	38	112
"HIST4H4"	40	16	13	63
"H2AFJ"	1349	1036	1014	1976
"WBP11"	980	715	858	1371
"C12orf60"	25	14	16	42
"SMCO3"	0	0	0	0
"AC007655.2"	2	2	2	3
"ART4"	1	0	0	1
"MGP"	286	58	10	242
"ERP27"	16	13	11	54
"ARHGDIB"	423	738	665	2505
"PDE6H"	2	1	0	0
"RERG"	152	138	143	195
"PTPRO"	0	0	0	0
"EPS8"	231	128	174	367
"STRAP"	1812	1069	1076	2274
"DERA"	898	494	539	1526
"MGST1"	331	266	398	2004
"LMO3"	5	2	2	5
"AC007529.2"	0	1	0	4
"RERGL"	5	1	3	2
"PIK3C2G"	312	234	291	722
"PLEKHA5"	416	261	271	604
"AC092828.1"	19	8	16	23
"AEBP2"	445	375	478	788
"AC024901.1"	1	0	2	3
"AC126468.1"	0	0	0	0
"PDE3A"	0	2	4	3
"SLCO1C1"	0	0	0	3
"IAPP"	0	0	2	1
"PYROXD1"	348	93	106	469
"RECQL"	559	308	300	867
"GOLT1B"	509	283	289	599
"SPX"	5	17	17	8
"LDHB"	6052	3325	3252	9601
"KCNJ8"	2	0	2	3
"ABCC9"	6	0	6	5
"CMAS"	532	232	379	835
"ST8SIA1"	3	7	9	13
"AC007671.1"	0	0	0	0
"AC053513.1"	6	1	2	3
"C2CD5"	128	62	91	270
"AC053513.2"	2	0	1	2
"AC087241.2"	0	4	1	1
"ETNK1"	738	473	789	973
"AC084816.1"	6	3	11	9
"AC084819.1"	0	1	0	0
"SOX5"	12	19	29	32
"BCAT1"	10	4	16	66
"C12orf77"	30	1	16	8
"LRMP"	6	0	14	13
"CASC1"	16	17	18	17
"ETFRF1"	478	352	369	786
"KRAS"	900	651	556	1174
"AC092794.1"	3	4	4	13
"AC087239.1"	31	25	8	49
"RASSF8-AS1"	159	135	178	175
"RASSF8"	223	142	160	187
"BHLHE41"	1840	1702	2393	2639
"SSPN"	1028	475	597	1481
"AC022509.3"	13	13	8	11
"AC022509.2"	7	10	12	6
"AC022509.1"	8	34	28	24
"AC022509.4"	3	2	9	7
"AC024145.1"	2	0	0	0
"ITPR2"	330	157	179	497
"INTS13"	173	55	76	246
"FGFR1OP2"	629	482	565	879
"TM7SF3"	579	410	535	965
"AC024896.1"	2	0	0	2
"MED21"	1037	997	925	1430
"AC092747.4"	134	51	99	172
"STK38L"	620	482	439	640
"ARNTL2"	13	11	34	37
"SMCO2"	0	0	0	1
"PPFIBP1"	1452	717	780	1881
"AC087257.1"	2	0	0	3
"REP15"	17	24	30	37
"AC009509.4"	3	3	7	2
"MRPS35"	615	328	349	835
"MANSC4"	1	0	0	1
"KLHL42"	446	235	249	714
"PTHLH"	83	106	350	62
"AC008011.2"	2	6	1	1
"CCDC91"	721	355	321	886
"AC022364.1"	15	9	8	12
"AC022079.2"	1	0	1	0
"AC022079.1"	5	1	7	8
"AC012150.1"	0	0	0	0
"FAR2"	1	2	1	8
"AC009318.4"	5	0	3	15
"AC009318.1"	27	15	15	79
"AC009318.3"	16	3	7	28
"AC009318.2"	7	6	3	13
"ERGIC2"	989	582	667	1527
"OVCH1-AS1"	3	2	4	11
"OVCH1"	0	0	0	1
"TMTC1"	96	86	89	314
"IPO8"	212	108	90	367
"AC012673.1"	0	2	0	1
"CAPRIN2"	326	110	83	392
"AC010198.1"	5	3	0	9
"AC010198.2"	191	80	12	317
"TSPAN11"	0	0	0	2
"DDX11-AS1"	30	6	5	15
"DDX11"	143	72	29	182
"AC024940.6"	4	3	10	9
"SINHCAF"	1874	1785	1377	2179
"AC024940.1"	77	27	24	58
"LINC02387"	24	52	30	36
"DENND5B"	22	34	40	39
"AC068792.1"	2	3	2	0
"DENND5B-AS1"	0	0	0	0
"ETFBKMT"	272	175	79	245
"AMN1"	191	124	154	279
"AC023157.3"	1456	525	299	773
"H3F3C"	5	0	0	5
"LINC02422"	48	17	10	33
"RESF1"	1217	562	563	1284
"AC016957.2"	14	19	15	43
"BICD1"	169	78	82	195
"AC048344.4"	3	3	6	12
"AC026356.1"	9	4	3	24
"AC026356.2"	17	7	13	34
"FGD4"	615	342	503	738
"DNM1L"	852	475	484	1109
"AC084824.5"	20	12	19	26
"YARS2"	348	221	217	346
"AC084824.3"	1	2	0	7
"AC084824.4"	15	5	7	17
"AC087588.3"	4	2	4	2
"PKP2"	455	615	826	754
"AC087588.2"	31	33	42	53
"SYT10"	20	40	17	40
"AC023158.1"	1	4	0	0
"AC023158.2"	0	0	0	0
"AC046130.1"	0	0	0	3
"ALG10"	79	30	24	85
"ALG10B"	108	49	49	165
"CPNE8"	212	183	182	383
"CPNE8-AS1"	9	10	13	24
"KIF21A"	2222	845	1009	3129
"ABCD2"	14	2	1	5
"SLC2A13"	51	30	38	90
"LINC02471"	2	0	1	3
"AC079630.1"	4	3	4	4
"LRRK2"	11	6	12	24
"CNTN1"	58	10	41	39
"AC015540.1"	0	0	0	0
"PDZRN4"	13	17	37	12
"AC090630.1"	1	3	1	3
"AC006197.2"	1	0	2	0
"GXYLT1"	217	132	125	420
"YAF2"	519	366	445	855
"PPHLN1"	1335	911	959	1882
"ZCRB1"	1860	1307	1110	2888
"AC079684.1"	1	0	0	1
"PRICKLE1"	13	15	43	118
"AC079601.1"	1	3	3	3
"PUS7L"	515	277	252	938
"IRAK4"	272	141	157	466
"TWF1"	1121	407	621	1573
"TMEM117"	248	132	201	478
"NELL2"	23	20	10	10
"ANO6"	239	221	269	419
"AC009248.2"	6	5	1	4
"AC079950.1"	1	2	1	3
"AC008124.1"	251	130	124	246
"ARID2"	272	243	349	516
"AC009464.1"	0	2	0	3
"SCAF11"	2260	1347	1608	3507
"SLC38A1"	953	603	880	1808
"AC025031.3"	18	12	10	21
"SLC38A2"	4015	2675	3857	8222
"AC025031.2"	8	2	2	3
"AC008014.1"	114	48	106	165
"AC025031.1"	0	0	2	0
"AC025031.4"	11	7	8	21
"AC008035.1"	61	29	82	86
"SLC38A4"	106	90	89	215
"AC079906.1"	1	1	1	1
"AMIGO2"	79	47	71	198
"PCED1B"	40	22	42	101
"PCED1B-AS1"	0	2	0	5
"AC008083.3"	7	3	4	17
"LINC02156"	0	0	0	0
"RPAP3"	447	208	242	611
"AC004241.3"	35	22	34	63
"AC004241.1"	29	32	32	60
"ENDOU"	2	1	7	3
"RAPGEF3"	454	222	301	1056
"SLC48A1"	632	308	405	931
"AC004241.4"	3	2	0	3
"HDAC7"	502	229	337	915
"AC004466.1"	0	1	0	12
"AC004466.3"	1	0	0	2
"AC004466.2"	1	0	1	3
"VDR"	124	51	108	185
"AC121338.1"	0	0	1	0
"AC121338.2"	17	2	3	17
"TMEM106C"	442	349	254	757
"COL2A1"	3	2	5	0
"AC004801.6"	3	2	1	6
"SENP1"	152	77	109	269
"PFKM"	271	164	202	326
"ASB8"	298	145	167	480
"CCDC184"	12	18	11	10
"AC024257.3"	10	5	3	13
"AC024257.5"	2	1	1	0
"ZNF641"	76	68	66	195
"AC090115.1"	1	0	0	0
"AC024257.4"	1	1	0	0
"C12orf54"	24	43	58	85
"KANSL2"	204	130	147	328
"CCNT1"	428	244	301	485
"TEX49"	1	0	5	0
"ADCY6"	81	58	55	191
"ADCY6-DT"	4	2	6	8
"CACNB3"	22	11	10	48
"DDX23"	391	158	185	534
"RND1"	16	12	22	20
"CCDC65"	1	4	1	2
"FKBP11"	174	194	165	272
"ARF3"	648	376	457	1057
"WNT10B"	1	0	0	1
"DDN-AS1"	27	17	10	29
"PRKAG1"	610	316	325	743
"KMT2D"	93	68	74	212
"RHEBL1"	29	5	9	28
"DHH"	0	0	2	1
"LMBR1L"	179	95	137	265
"TUBA1B"	6281	3894	4276	11547
"AC011603.2"	58	51	31	92
"TUBA1A"	1170	1790	977	1671
"TUBA1C"	4135	2881	3843	5051
"AC010173.1"	5	1	0	4
"AC125611.3"	5	2	0	3
"PRPH"	2	3	1	2
"TROAP"	129	51	55	124
"C1QL4"	1	12	7	4
"DNAJC22"	12	28	22	39
"SPATS2"	453	468	591	958
"KCNH3"	2	3	7	0
"MCRS1"	225	157	122	506
"PRPF40B"	137	61	71	209
"FAM186B"	4	3	1	2
"FMNL3"	7	7	13	8
"TMBIM6"	5537	3528	4072	8630
"NCKAP5L"	146	157	198	364
"BCDIN3D-AS1"	6	9	4	14
"BCDIN3D"	138	35	56	183
"FAIM2"	0	3	5	2
"LINC02395"	1	1	2	5
"AQP2"	0	0	0	0
"AC025154.2"	17	22	36	54
"AQP5"	352	437	176	582
"AQP6"	2	0	0	1
"RACGAP1"	149	72	145	224
"ASIC1"	15	13	9	17
"SMARCD1"	445	270	271	710
"GPD1"	3	1	3	2
"COX14"	2128	1594	1315	3584
"AC074032.1"	124	106	88	289
"CERS5"	296	160	147	366
"LIMA1"	1507	1878	1989	2397
"AC008147.2"	46	62	87	111
"AC008147.1"	2	4	1	1
"LARP4"	673	329	395	894
"DIP2B"	507	335	615	547
"ATF1"	476	351	444	596
"TMPRSS12"	17	6	4	10
"METTL7A"	657	497	344	939
"AC008121.2"	0	3	0	0
"SLC11A2"	236	156	208	448
"LETMD1"	405	404	377	603
"CSRNP2"	85	53	106	137
"TFCP2"	221	88	142	342
"POU6F1"	17	12	16	32
"AC139768.1"	8	15	11	28
"DAZAP2"	1903	1153	1748	3339
"SMAGP"	468	241	295	611
"BIN2"	89	36	35	69
"GALNT6"	114	26	134	103
"SLC4A8"	6	4	8	6
"SCN8A"	1	2	7	5
"C12orf81"	1	0	0	0
"FIGNL2"	0	0	0	0
"AC068987.3"	0	0	0	0
"ANKRD33"	0	0	0	0
"ACVRL1"	3	5	1	3
"ACVR1B"	473	237	254	587
"GRASP"	34	163	110	128
"NR4A1"	5221	5184	4619	10260
"AC025259.3"	40	57	22	55
"ATG101"	1208	772	880	1296
"AC025259.1"	3	0	1	3
"SMIM41"	1	0	3	0
"AC078864.1"	1	0	1	3
"LINC00592"	11	1	14	11
"KRT80"	14	2	8	12
"KRT7"	71	90	78	299
"KRT86"	5	2	0	4
"KRT81"	0	0	1	1
"AC121757.2"	1	0	0	0
"KRT75"	18	0	5	4
"KRT6B"	5	3	0	4
"KRT6C"	7	2	0	17
"KRT6A"	1620	42	388	2832
"KRT5"	102168	46821	60640	150156
"KRT74"	11	2	6	10
"KRT72"	4	0	0	2
"KRT73"	3	0	1	5
"KRT2"	1	3	0	4
"KRT1"	2	1	0	0
"KRT77"	1	0	0	0
"KRT76"	1	0	0	4
"KRT3"	8900	1655	3104	10680
"KRT4"	216	81	170	297
"KRT79"	0	0	0	1
"KRT78"	11	2	18	35
"KRT8"	1173	1588	1506	1637
"KRT18"	7899	3914	4124	8651
"EIF4B"	2095	1869	2306	3764
"AC068888.2"	37	17	24	38
"AC068888.1"	74	38	47	95
"TNS2"	71	53	88	144
"SPRYD3"	302	162	121	506
"IGFBP6"	32049	14164	16662	58709
"SOAT2"	8	3	2	31
"CSAD"	678	428	296	892
"ZNF740"	35	49	33	118
"ITGB7"	7	3	9	40
"RARG"	268	161	217	546
"MFSD5"	151	72	75	213
"ESPL1"	7	10	10	23
"PFDN5"	9160	8720	8631	17151
"AC073611.1"	4	1	4	7
"C12orf10"	591	432	425	887
"AAAS"	247	136	165	454
"SP1"	415	259	409	683
"AMHR2"	3	0	0	0
"PRR13"	1033	619	875	1992
"PCBP2"	3929	3715	4636	7374
"PCBP2-OT1"	34	14	36	43
"MAP3K12"	94	96	178	199
"AC023509.3"	37	13	3	40
"TARBP2"	79	74	68	212
"NPFF"	15	4	12	28
"ATF7"	345	224	257	588
"AC023509.2"	3	5	5	6
"ATP5MC2"	4052	3645	4237	8853
"CALCOCO1"	360	254	305	662
"AC076968.2"	0	0	0	0
"CISTR"	0	1	0	0
"AC076968.1"	0	0	0	0
"HOXC9"	1	1	0	0
"HOXC8"	1	0	0	0
"HOXC4"	0	0	0	0
"AC023794.3"	0	0	0	0
"FAM242C"	1	0	0	1
"SMUG1"	245	112	132	355
"LINC02381"	5	1	0	3
"AC023794.2"	0	0	0	0
"CBX5"	885	489	364	1564
"SCAT2"	1	0	0	0
"HNRNPA1"	4954	4332	5288	9111
"NFE2"	1	3	0	1
"COPZ1"	836	479	560	1303
"AC079313.2"	0	1	0	1
"AC079313.1"	0	1	0	0
"GPR84"	4	1	3	2
"ZNF385A"	555	348	413	926
"ITGA5"	73	48	73	48
"NCKAP1L"	0	0	3	3
"PDE1B"	0	0	0	0
"PPP1R1A"	0	0	0	0
"TESPA1"	0	0	0	2
"NEUROD4"	0	0	0	0
"ITGA7"	3	1	8	11
"BLOC1S1"	1576	1233	1328	3304
"RDH5"	57	75	29	119
"CD63"	11557	6780	7140	15619
"AC009779.2"	46	7	18	38
"GDF11"	110	65	75	107
"SARNP"	1223	870	1050	1805
"AC073487.1"	2	1	1	5
"ORMDL2"	623	328	353	962
"DNAJC14"	88	37	48	138
"MMP19"	6	5	16	22
"PYM1"	435	232	334	893
"DGKA"	600	288	418	1111
"AC025162.2"	1	0	1	0
"PMEL"	63	55	41	152
"CDK2"	164	108	140	236
"AC025162.1"	0	0	0	0
"RAB5B"	637	383	695	1067
"SUOX"	63	41	54	138
"IKZF4"	61	51	60	95
"AC034102.3"	0	1	0	0
"RPS26"	7408	12354	14687	35394
"ERBB3"	684	368	503	992
"PA2G4"	2993	1796	1809	4523
"AC034102.4"	1	2	1	2
"RPL41"	72963	79964	92649	174401
"ESYT1"	165	104	128	384
"ZC3H10"	52	31	39	85
"AC034102.6"	1	0	0	0
"MYL6B"	1054	1163	951	2352
"MYL6"	14719	11384	13114	25214
"SMARCC2"	902	449	430	983
"AC073896.4"	0	3	0	1
"RNF41"	242	197	227	463
"NABP2"	350	160	203	552
"ANKRD52"	98	45	50	152
"COQ10A"	152	104	68	208
"CS"	511	263	378	762
"AC073896.2"	119	143	76	258
"AC073896.3"	10	5	10	16
"CNPY2"	1547	992	895	2291
"PAN2"	154	91	82	262
"IL23A"	22	8	19	33
"STAT2"	247	154	225	527
"APOF"	1	0	0	1
"TIMELESS"	69	42	34	160
"MIP"	2	0	0	1
"SPRYD4"	242	103	89	223
"GLS2"	15	12	14	36
"RBMS2"	103	128	111	220
"BAZ2A"	1035	533	795	1173
"ATP5F1B"	4058	2390	2577	5856
"PTGES3"	3643	2651	2620	5572
"NACA"	26171	26368	21657	43577
"PRIM1"	198	123	116	321
"HSD17B6"	31	15	11	24
"SDR9C7"	1	1	0	1
"RDH16"	6	1	0	5
"GPR182"	0	0	0	0
"ZBTB39"	28	16	19	31
"TAC3"	0	0	3	1
"MYO1A"	2	0	1	2
"NEMP1"	90	72	71	159
"NAB2"	295	278	321	422
"STAT6"	447	307	294	871
"LRP1"	1060	559	812	2640
"NXPH4"	93	68	143	203
"AC137834.2"	5	1	0	0
"SHMT2"	404	198	314	548
"NDUFA4L2"	2880	1631	2896	5914
"STAC3"	5	3	7	21
"R3HDM2"	534	464	583	1029
"AC126614.1"	4	2	0	4
"INHBC"	2	0	0	1
"INHBE"	1	0	0	0
"AC022506.2"	25	5	9	17
"GLI1"	2	1	0	1
"ARHGAP9"	1	1	2	3
"MARS"	520	228	252	638
"DDIT3"	1672	1216	907	2500
"MBD6"	255	202	215	440
"DCTN2"	950	577	569	1365
"KIF5A"	6	6	3	4
"PIP4K2C"	214	89	144	338
"DTX3"	90	93	67	161
"ARHGEF25"	16	14	13	19
"SLC26A10"	3	1	1	2
"B4GALNT1"	1	0	0	2
"OS9"	1198	617	605	1694
"AC025165.2"	1	3	1	0
"AGAP2"	3	5	5	8
"AGAP2-AS1"	77	56	35	144
"TSPAN31"	499	307	338	754
"CDK4"	665	408	473	1145
"MARCH9"	255	138	162	383
"CYP27B1"	9	5	9	10
"METTL1"	134	72	84	208
"EEF1AKMT3"	74	41	48	86
"TSFM"	516	237	237	715
"AVIL"	30	31	96	132
"AC025165.5"	2	1	5	8
"AC025165.4"	2	1	2	3
"CTDSP2"	487	611	540	1126
"AC083805.1"	2	1	1	4
"AC083805.3"	0	1	0	1
"ATP23"	698	248	345	939
"GIHCG"	127	126	103	213
"LINC02403"	3	0	1	7
"AC020637.1"	3	1	5	1
"LRIG3"	269	251	304	754
"AC068305.2"	10	9	4	19
"AC046129.1"	2	7	6	5
"LINC02448"	1	0	1	15
"SLC16A7"	116	109	176	387
"TAFA2"	18	3	12	35
"AC078789.1"	0	0	1	0
"USP15"	839	505	518	1037
"MON2"	367	183	259	587
"LINC01465"	18	17	17	35
"AC048341.1"	17	30	68	103
"AC048341.2"	44	24	28	59
"PPM1H"	2	1	0	4
"AVPR1A"	6	1	0	1
"DPY19L2"	12	8	11	8
"AC084357.2"	1	1	2	1
"RXYLT1"	420	265	291	662
"RXYLT1-AS1"	1	1	0	0
"SRGAP1"	275	86	221	272
"AC079866.2"	12	11	24	11
"C12orf66"	120	64	69	223
"C12orf56"	33	7	27	25
"XPOT"	393	126	215	528
"AC135279.4"	9	20	20	29
"TBK1"	440	263	327	692
"RASSF3"	132	87	198	266
"AC078962.1"	0	1	0	2
"AC078962.3"	1	0	2	0
"GNS"	472	205	326	691
"TBC1D30"	17	9	11	39
"WIF1"	5	0	1	1
"LEMD3"	254	227	394	411
"AC026124.2"	116	44	34	136
"MSRB3"	14	8	4	19
"AC026124.1"	6	4	7	4
"LINC02454"	3	0	0	2
"HMGA2"	16	1	12	3
"HMGA2-AS1"	0	0	0	0
"LLPH"	784	475	449	1060
"LLPH-DT"	0	1	0	2
"TMBIM4"	1769	1243	1305	3363
"IRAK3"	18	17	30	32
"HELB"	48	18	8	77
"GRIP1"	23	12	19	17
"CAND1"	795	475	616	1383
"AC078983.1"	3	4	7	5
"LINC02408"	0	0	0	3
"DYRK2"	124	113	111	302
"LINC01479"	0	0	0	0
"IFNG-AS1"	0	1	0	0
"IFNG"	1	0	0	0
"MDM1"	93	63	50	154
"RAP1B"	1756	1198	1707	2675
"AC090061.1"	8	7	9	14
"NUP107"	294	146	164	446
"SLC35E3"	395	208	214	565
"MDM2"	331	167	358	602
"AC025423.1"	3	3	5	22
"AC025423.4"	5	7	7	6
"CPM"	313	144	291	178
"CPSF6"	676	367	489	918
"LYZ"	3	2	2	33
"AC020656.1"	12	12	22	14
"YEATS4"	421	211	275	617
"LINC02373"	0	0	2	0
"FRS2"	340	196	251	495
"CCT2"	2521	998	1194	2563
"AC025263.1"	91	63	82	152
"RAB3IP"	372	405	752	835
"MYRFL"	1	1	5	2
"AC025159.1"	279	214	176	441
"LINC02821"	0	0	0	2
"LINC01481"	16	3	10	36
"AC092881.2"	0	2	1	1
"CNOT2"	833	473	620	1347
"KCNMB4"	15	12	19	23
"AC025569.1"	11	3	2	4
"PTPRB"	2	1	0	2
"PTPRR"	1	0	0	0
"TSPAN8"	0	0	0	0
"LGR5"	0	2	1	0
"ZFC3H1"	1027	390	599	935
"THAP2"	229	157	213	321
"TMEM19"	528	256	324	797
"RAB21"	1418	967	1378	2261
"AC089984.1"	5	5	1	9
"TBC1D15"	621	634	709	1054
"TPH2"	1	2	3	0
"TRHDE"	1	0	2	1
"TRHDE-AS1"	1	1	1	1
"AC090015.1"	1	0	0	0
"LINC02394"	0	0	2	0
"ATXN7L3B"	687	371	327	1060
"AC025257.1"	0	1	0	4
"KCNC2"	0	0	0	0
"CAPS2"	54	26	23	89
"AC121761.2"	3	12	11	30
"GLIPR1L1"	2	1	1	2
