Gene stable ID,Gene stable ID version,Gene name,Chromosome/scaffold name
ENSG00000213856,ENSG00000213856.3,VDAC1P2,X
ENSG00000227391,ENSG00000227391.1,SALL1P1,X
ENSG00000071553,ENSG00000071553.17,ATP6AP1,X
ENSG00000238116,ENSG00000238116.2,Z95327.2,X
ENSG00000275320,ENSG00000275320.1,Z95327.3,X
ENSG00000278319,ENSG00000278319.1,AL590240.4,X
ENSG00000276929,ENSG00000276929.1,AL590240.3,X
ENSG00000182518,ENSG00000182518.13,FAM104B,X
ENSG00000186678,ENSG00000186678.7,AL590240.1,X
ENSG00000229760,ENSG00000229760.1,MTCO1P52,X
ENSG00000231947,ENSG00000231947.1,MTND2P24,X
ENSG00000228410,ENSG00000228410.6,ELOCP24,X
ENSG00000223484,ENSG00000223484.7,TRPC6P,X
ENSG00000182484,ENSG00000182484.15,WASH6P,X
ENSG00000287685,ENSG00000287685.1,AC000113.1,X
ENSG00000225366,ENSG00000225366.4,TDGF1P3,X
ENSG00000228042,ENSG00000228042.2,AL512882.1,X
ENSG00000238047,ENSG00000238047.1,MTND1P30,X
ENSG00000124334,ENSG00000124334.17,IL9R,X
ENSG00000256045,ENSG00000256045.3,MTRNR2L10,X
ENSG00000158639,ENSG00000158639.12,PAGE5,X
ENSG00000270726,ENSG00000270726.6,AJ271736.1,X
ENSG00000227159,ENSG00000227159.8,DDX11L16,X
ENSG00000185203,ENSG00000185203.12,WASIR1,X
ENSG00000068985,ENSG00000068985.5,PAGE1,X
ENSG00000069535,ENSG00000069535.14,MAOB,X
ENSG00000101951,ENSG00000101951.17,PAGE4,X
ENSG00000187969,ENSG00000187969.6,ZCCHC13,X
ENSG00000123570,ENSG00000123570.4,RAB9B,X
ENSG00000158427,ENSG00000158427.15,TMSB15B,X
ENSG00000165168,ENSG00000165168.7,CYBB,X
ENSG00000234345,ENSG00000234345.2,AC234782.3,X
ENSG00000231728,ENSG00000231728.4,TMSB15B-AS1,X
ENSG00000230312,ENSG00000230312.2,AC234782.1,X
ENSG00000227067,ENSG00000227067.3,DPPA3P1,X
ENSG00000226679,ENSG00000226679.1,AL606748.1,X
ENSG00000231787,ENSG00000231787.4,AC234782.2,X
ENSG00000276298,ENSG00000276298.1,AC234782.4,X
ENSG00000147036,ENSG00000147036.11,LANCL3,X
ENSG00000130962,ENSG00000130962.17,PRRG1,X
ENSG00000233007,ENSG00000233007.1,UBTFL11,X
ENSG00000165169,ENSG00000165169.11,DYNLT3,X
ENSG00000156313,ENSG00000156313.14,RPGR,X
ENSG00000122126,ENSG00000122126.17,OCRL,X
ENSG00000124479,ENSG00000124479.11,NDP,X
ENSG00000236276,ENSG00000236276.2,NDP-AS1,X
ENSG00000224339,ENSG00000224339.1,AL121578.1,X
ENSG00000250349,ENSG00000250349.3,AF241726.2,X
ENSG00000219186,ENSG00000219186.2,FTH1P19,X
ENSG00000229735,ENSG00000229735.1,FTLP16,X
ENSG00000101955,ENSG00000101955.15,SRPX,X
ENSG00000229674,ENSG00000229674.2,AL121578.2,X
ENSG00000047597,ENSG00000047597.7,XK,X
ENSG00000234355,ENSG00000234355.3,FTH1P27,X
ENSG00000036473,ENSG00000036473.8,OTC,X
ENSG00000241607,ENSG00000241607.1,AC245096.1,X
ENSG00000174678,ENSG00000174678.9,FAM47DP,X
ENSG00000285944,ENSG00000285944.2,AC233297.1,X
ENSG00000259977,ENSG00000259977.1,AL121578.3,X
ENSG00000187516,ENSG00000187516.7,HYPM,X
ENSG00000214019,ENSG00000214019.2,AL034370.1,X
ENSG00000227988,ENSG00000227988.1,TDGF1P1,X
ENSG00000232370,ENSG00000232370.1,AF241726.1,X
ENSG00000156298,ENSG00000156298.12,TSPAN7,X
ENSG00000101938,ENSG00000101938.15,CHRDL1,X
ENSG00000198414,ENSG00000198414.5,TATDN2P1,X
ENSG00000147041,ENSG00000147041.12,SYTL5,X
ENSG00000214018,ENSG00000214018.3,RRM2P3,X
ENSG00000183690,ENSG00000183690.13,EFHC2,X
ENSG00000204279,ENSG00000204279.7,PAGE3,X
ENSG00000224054,ENSG00000224054.1,AL022163.1,X
ENSG00000234390,ENSG00000234390.4,USP27X-AS1,X
ENSG00000273820,ENSG00000273820.2,USP27X,X
ENSG00000215035,ENSG00000215035.2,FDPSP5,X
ENSG00000232765,ENSG00000232765.6,AL158819.1,X
ENSG00000187601,ENSG00000187601.5,MAGEH1,X
ENSG00000094631,ENSG00000094631.21,HDAC6,X
ENSG00000220132,ENSG00000220132.1,AC236430.1,X
ENSG00000247746,ENSG00000247746.4,USP51,X
ENSG00000277516,ENSG00000277516.1,AL590410.1,X
ENSG00000235136,ENSG00000235136.1,AL627224.1,X
ENSG00000189299,ENSG00000189299.7,FOXR2,X
ENSG00000229594,ENSG00000229594.1,AL159987.2,X
ENSG00000169164,ENSG00000169164.7,AL159987.1,X
ENSG00000101811,ENSG00000101811.13,CSTF2,X
ENSG00000069509,ENSG00000069509.6,FUNDC1,X
ENSG00000073905,ENSG00000073905.8,VDAC1P1,X
ENSG00000284618,ENSG00000284618.1,AL391294.1,X
ENSG00000233543,ENSG00000233543.1,CHTF8P1,X
ENSG00000131725,ENSG00000131725.14,WDR44,X
ENSG00000171388,ENSG00000171388.12,APLN,X
ENSG00000287024,ENSG00000287024.1,AL022162.1,X
ENSG00000122121,ENSG00000122121.11,XPNPEP2,X
ENSG00000171365,ENSG00000171365.17,CLCN5,X
ENSG00000123569,ENSG00000123569.8,H2BFWT,X
ENSG00000101812,ENSG00000101812.12,H2BFM,X
ENSG00000235946,ENSG00000235946.1,AC234783.1,X
ENSG00000269226,ENSG00000269226.7,TMSB15B,X
ENSG00000166707,ENSG00000166707.11,ZCCHC18,X
ENSG00000269743,ENSG00000269743.3,SLC25A53,X
ENSG00000284391,ENSG00000284391.1,AL139398.1,X
ENSG00000203879,ENSG00000203879.12,GDI1,X
ENSG00000123575,ENSG00000123575.9,FAM199X,X
ENSG00000130055,ENSG00000130055.13,GDPD2,X
ENSG00000229168,ENSG00000229168.4,RPL19P20,X
ENSG00000214016,ENSG00000214016.3,RPSAP61,X
ENSG00000189037,ENSG00000189037.8,DUSP21,X
ENSG00000123576,ENSG00000123576.5,ESX1,X
ENSG00000232665,ENSG00000232665.2,PHBP10,X
ENSG00000223733,ENSG00000223733.1,RPL18AP14,X
ENSG00000189108,ENSG00000189108.13,IL1RAPL2,X
ENSG00000181819,ENSG00000181819.14,KCTD9P2,X
ENSG00000268629,ENSG00000268629.6,TEX13A,X
ENSG00000181977,ENSG00000181977.3,PYY3,X
ENSG00000147081,ENSG00000147081.15,AKAP4,X
ENSG00000226515,ENSG00000226515.1,AC004386.2,X
ENSG00000213269,ENSG00000213269.2,AC004386.1,X
ENSG00000230665,ENSG00000230665.3,THAP12P1,X
ENSG00000213695,ENSG00000213695.3,RPS7P14,X
ENSG00000102128,ENSG00000102128.8,RAB40AL,X
ENSG00000234050,ENSG00000234050.1,Z95624.1,X
ENSG00000286846,ENSG00000286846.1,Z93943.1,X
ENSG00000224632,ENSG00000224632.1,Z73361.1,X
ENSG00000198157,ENSG00000198157.11,HMGN5,X
ENSG00000147082,ENSG00000147082.17,CCNB3,X
ENSG00000131171,ENSG00000131171.13,SH3BGRL,X
ENSG00000147100,ENSG00000147100.11,SLC16A2,X
ENSG00000231206,ENSG00000231206.2,HNRNPA1P25,X
ENSG00000123572,ENSG00000123572.17,NRK,X
ENSG00000007952,ENSG00000007952.18,NOX1,X
ENSG00000230673,ENSG00000230673.3,PABPC1P3,X
ENSG00000131263,ENSG00000131263.13,RLIM,X
ENSG00000231875,ENSG00000231875.1,AL359885.1,X
ENSG00000239345,ENSG00000239345.2,HNRNPA1P26,X
ENSG00000233680,ENSG00000233680.4,HNRNPA1P27,X
ENSG00000123561,ENSG00000123561.15,SERPINA7,X
ENSG00000179031,ENSG00000179031.8,Z73417.1,X
ENSG00000271589,ENSG00000271589.1,AL139395.1,X
ENSG00000050030,ENSG00000050030.15,NEXMIF,X
ENSG00000230788,ENSG00000230788.2,AL512661.1,X
ENSG00000133169,ENSG00000133169.6,BEX1,X
ENSG00000083750,ENSG00000083750.12,RRAGB,X
ENSG00000157502,ENSG00000157502.13,PWWP3B,X
ENSG00000256709,ENSG00000256709.2,AL133271.1,X
ENSG00000214745,ENSG00000214745.2,AL391419.1,X
ENSG00000227486,ENSG00000227486.2,AL050309.1,X
ENSG00000224816,ENSG00000224816.1,NAP1L4P2,X
ENSG00000227657,ENSG00000227657.1,SERPINA7P1,X
ENSG00000277673,ENSG00000277673.1,AL590808.1,X
ENSG00000234135,ENSG00000234135.2,RPL23AP83,X
ENSG00000102349,ENSG00000102349.18,KLF8,X
ENSG00000224523,ENSG00000224523.1,AL445213.1,X
ENSG00000288059,ENSG00000288059.1,AL445213.2,X
ENSG00000233446,ENSG00000233446.2,AL691517.1,X
ENSG00000228041,ENSG00000228041.2,AL031313.1,X
ENSG00000188021,ENSG00000188021.8,UBQLN2,X
ENSG00000230105,ENSG00000230105.1,AL354793.1,X
ENSG00000182489,ENSG00000182489.9,XKRX,X
ENSG00000204272,ENSG00000204272.13,NBDY,X
ENSG00000204271,ENSG00000204271.13,SPIN3,X
ENSG00000182574,ENSG00000182574.8,Z97985.1,X
ENSG00000071859,ENSG00000071859.15,FAM50A,X
ENSG00000224799,ENSG00000224799.1,AL139397.1,X
ENSG00000237748,ENSG00000237748.1,UQCRBP1,X
ENSG00000213653,ENSG00000213653.4,RPL22P22,X
ENSG00000236365,ENSG00000236365.1,AL008987.1,X
ENSG00000232735,ENSG00000232735.2,ATG4AP1,X
ENSG00000279437,ENSG00000279437.1,Z82170.1,X
ENSG00000196767,ENSG00000196767.9,POU3F4,X
ENSG00000236870,ENSG00000236870.2,AL121882.1,X
ENSG00000215102,ENSG00000215102.2,TERF1P4,X
ENSG00000183035,ENSG00000183035.13,CYLC1,X
ENSG00000174225,ENSG00000174225.15,ARL13A,X
ENSG00000147231,ENSG00000147231.14,RADX,X
ENSG00000196976,ENSG00000196976.7,LAGE3,X
ENSG00000130827,ENSG00000130827.6,PLXNA3,X
ENSG00000072133,ENSG00000072133.11,RPS6KA6,X
ENSG00000274588,ENSG00000274588.2,DGKK,X
ENSG00000240143,ENSG00000240143.1,AL023653.1,X
ENSG00000233484,ENSG00000233484.2,AL450471.1,X
ENSG00000122122,ENSG00000122122.10,SASH3,X
ENSG00000165259,ENSG00000165259.14,HDX,X
ENSG00000147050,ENSG00000147050.14,KDM6A,X
ENSG00000094841,ENSG00000094841.14,UPRT,X
ENSG00000082458,ENSG00000082458.12,DLG3,X
ENSG00000131269,ENSG00000131269.19,ABCB7,X
ENSG00000231651,ENSG00000231651.1,DLG3-AS1,X
ENSG00000133135,ENSG00000133135.14,RNF128,X
ENSG00000237211,ENSG00000237211.2,SETP4,X
ENSG00000229547,ENSG00000229547.4,UBE2DNL,X
ENSG00000230781,ENSG00000230781.1,Z83820.1,X
ENSG00000229661,ENSG00000229661.1,BUD31P2,X
ENSG00000283446,ENSG00000283446.1,Z99571.1,X
ENSG00000155008,ENSG00000155008.14,APOOL,X
ENSG00000184788,ENSG00000184788.13,SATL1,X
ENSG00000235461,ENSG00000235461.2,AC003001.1,X
ENSG00000276391,ENSG00000276391.1,AC003001.2,X
ENSG00000229491,ENSG00000229491.5,AC136489.1,X
ENSG00000147113,ENSG00000147113.17,DIPK2B,X
ENSG00000237782,ENSG00000237782.3,AL020989.1,X
ENSG00000102081,ENSG00000102081.14,FMR1,X
ENSG00000147180,ENSG00000147180.16,ZNF711,X
ENSG00000187682,ENSG00000187682.2,ERAS,X
ENSG00000229563,ENSG00000229563.7,LINC01204,X
ENSG00000214282,ENSG00000214282.3,KRT8P14,X
ENSG00000204915,ENSG00000204915.3,AC234772.1,X
ENSG00000102109,ENSG00000102109.9,PCSK1N,X
ENSG00000102178,ENSG00000102178.13,UBL4A,X
ENSG00000126903,ENSG00000126903.16,SLC10A3,X
ENSG00000270069,ENSG00000270069.1,MIR222HG,X
ENSG00000269902,ENSG00000269902.1,AC234772.2,X
ENSG00000231566,ENSG00000231566.2,LINC02595,X
ENSG00000188706,ENSG00000188706.13,ZDHHC9,X
ENSG00000234613,ENSG00000234613.1,AL031584.3,X
ENSG00000215286,ENSG00000215286.3,AL031584.2,X
ENSG00000224701,ENSG00000224701.1,MED28P4,X
ENSG00000213100,ENSG00000213100.2,KRT18P68,X
ENSG00000236337,ENSG00000236337.1,FMR1-IT1,X
ENSG00000124429,ENSG00000124429.18,POF1B,X
ENSG00000214009,ENSG00000214009.2,PCNAP3,X
ENSG00000223707,ENSG00000223707.2,SFR1P2,X
ENSG00000287729,ENSG00000287729.1,AF241728.2,X
ENSG00000235806,ENSG00000235806.1,AF241728.1,X
ENSG00000238123,ENSG00000238123.1,MID1IP1-AS1,X
ENSG00000165175,ENSG00000165175.15,MID1IP1,X
ENSG00000276892,ENSG00000276892.1,AL022401.1,X
ENSG00000224610,ENSG00000224610.1,AC108879.1,X
ENSG00000235304,ENSG00000235304.2,LINC01281,X
ENSG00000236747,ENSG00000236747.3,LINC01282,X
ENSG00000234191,ENSG00000234191.1,LINC01283,X
ENSG00000188419,ENSG00000188419.14,CHM,X
ENSG00000228232,ENSG00000228232.1,GAPDHP1,X
ENSG00000270759,ENSG00000270759.1,AC091810.1,X
ENSG00000261435,ENSG00000261435.1,AL592164.1,X
ENSG00000236751,ENSG00000236751.2,LINC01186,X
ENSG00000214047,ENSG00000214047.4,RPS11P7,X
ENSG00000285709,ENSG00000285709.1,AL592164.2,X
ENSG00000223486,ENSG00000223486.1,AC092198.1,X
ENSG00000229145,ENSG00000229145.1,ACTBP1,X
ENSG00000286306,ENSG00000286306.1,AL139811.3,X
ENSG00000231235,ENSG00000231235.1,AL139811.2,X
ENSG00000235587,ENSG00000235587.2,GAPDHP65,X
ENSG00000237708,ENSG00000237708.1,AL139397.2,X
ENSG00000235189,ENSG00000235189.2,AL034405.1,X
ENSG00000238040,ENSG00000238040.1,SALL4P2,X
ENSG00000156697,ENSG00000156697.13,UTP14A,X
ENSG00000147121,ENSG00000147121.16,KRBOX4,X
ENSG00000224072,ENSG00000224072.1,AL139811.1,X
ENSG00000186787,ENSG00000186787.8,SPIN2B,X
ENSG00000226310,ENSG00000226310.1,AL022157.1,X
ENSG00000234039,ENSG00000234039.2,NDUFA5P7,X
ENSG00000225536,ENSG00000225536.2,STIP1P3,X
ENSG00000223574,ENSG00000223574.1,TPMTP4,X
ENSG00000147059,ENSG00000147059.8,SPIN2A,X
ENSG00000286977,ENSG00000286977.1,Z83745.1,X
ENSG00000231765,ENSG00000231765.1,PPP1R11P2,X
ENSG00000230844,ENSG00000230844.3,ZNF674-AS1,X
ENSG00000251192,ENSG00000251192.7,ZNF674,X
ENSG00000226241,ENSG00000226241.2,Z75746.1,X
ENSG00000147206,ENSG00000147206.17,NXF3,X
ENSG00000133138,ENSG00000133138.20,TBC1D8B,X
ENSG00000147223,ENSG00000147223.6,RIPPLY1,X
ENSG00000133131,ENSG00000133131.15,MORC4,X
ENSG00000165591,ENSG00000165591.6,FAAH2,X
ENSG00000270499,ENSG00000270499.1,MKI67P1,X
ENSG00000147119,ENSG00000147119.4,CHST7,X
ENSG00000165376,ENSG00000165376.10,CLDN2,X
ENSG00000231831,ENSG00000231831.1,MTHFD1P1,X
ENSG00000071889,ENSG00000071889.16,FAM3A,X
ENSG00000223772,ENSG00000223772.1,GEMIN8P3,X
ENSG00000271290,ENSG00000271290.1,AL390058.1,X
ENSG00000215093,ENSG00000215093.3,EEF1A1P29,X
ENSG00000231478,ENSG00000231478.1,FCF1P9,X
ENSG00000126733,ENSG00000126733.21,DACH2,X
ENSG00000226048,ENSG00000226048.1,YBX1P8,X
ENSG00000215284,ENSG00000215284.2,AL512633.1,X
ENSG00000213997,ENSG00000213997.3,PGAM1P7,X
ENSG00000065923,ENSG00000065923.10,SLC9A7,X
ENSG00000183337,ENSG00000183337.17,BCOR,X
ENSG00000198455,ENSG00000198455.4,ZXDB,X
ENSG00000215174,ENSG00000215174.2,NLRP2B,X
ENSG00000176988,ENSG00000176988.9,FMR1NB,X
ENSG00000219507,ENSG00000219507.4,FTH1P8,X
ENSG00000227427,ENSG00000227427.1,Z93019.1,X
ENSG00000198205,ENSG00000198205.6,ZXDA,X
ENSG00000228004,ENSG00000228004.1,MYCLP2,X
ENSG00000232186,ENSG00000232186.1,AL137013.1,X
ENSG00000233467,ENSG00000233467.2,U40455.1,X
ENSG00000102383,ENSG00000102383.14,ZDHHC15,X
ENSG00000233254,ENSG00000233254.1,RPL21P134,X
ENSG00000085185,ENSG00000085185.15,BCORL1,X
ENSG00000235124,ENSG00000235124.1,KRT8P17,X
ENSG00000236852,ENSG00000236852.1,BX322784.1,X
ENSG00000235170,ENSG00000235170.1,MTND1P31,X
ENSG00000228182,ENSG00000228182.1,MTND2P25,X
ENSG00000176970,ENSG00000176970.8,RPL7L1P11,X
ENSG00000234570,ENSG00000234570.1,ZFRP1,X
ENSG00000277499,ENSG00000277499.1,AL359854.1,X
ENSG00000231144,ENSG00000231144.1,EEF1A1P40,X
ENSG00000235437,ENSG00000235437.8,LINC01278,X
ENSG00000230823,ENSG00000230823.3,CBX1P1,X
ENSG00000233661,ENSG00000233661.1,SPIN4-AS1,X
ENSG00000186767,ENSG00000186767.7,SPIN4,X
ENSG00000089682,ENSG00000089682.16,RBM41,X
ENSG00000236190,ENSG00000236190.1,Z82210.1,X
ENSG00000271457,ENSG00000271457.1,AL590229.2,X
ENSG00000230478,ENSG00000230478.1,Z96811.1,X
ENSG00000237089,ENSG00000237089.2,PCNPP4,X
ENSG00000224775,ENSG00000224775.2,BRAFP1,X
ENSG00000215105,ENSG00000215105.4,TTC3P1,X
ENSG00000188917,ENSG00000188917.15,TRMT2B,X
ENSG00000186675,ENSG00000186675.7,MAGEE2,X
ENSG00000233063,ENSG00000233063.2,SAR1AP4,X
ENSG00000226753,ENSG00000226753.1,AL451105.1,X
ENSG00000226854,ENSG00000226854.1,AL451105.2,X
ENSG00000232332,ENSG00000232332.1,AC233982.1,X
ENSG00000102390,ENSG00000102390.11,PBDC1,X
ENSG00000237252,ENSG00000237252.1,AC233981.1,X
ENSG00000274398,ENSG00000274398.1,AC233981.2,X
ENSG00000213684,ENSG00000213684.4,LDHBP2,X
ENSG00000198934,ENSG00000198934.5,MAGEE1,X
ENSG00000235447,ENSG00000235447.2,TRAPPC13P1,X
ENSG00000236393,ENSG00000236393.2,AC091806.1,X
ENSG00000214045,ENSG00000214045.3,AC091807.1,X
ENSG00000235685,ENSG00000235685.2,AC092473.1,X
ENSG00000126950,ENSG00000126950.8,TMEM35A,X
ENSG00000225839,ENSG00000225839.2,TRMT2B-AS1,X
ENSG00000261773,ENSG00000261773.1,AC244090.3,X
ENSG00000102271,ENSG00000102271.14,KLHL4,X
ENSG00000102218,ENSG00000102218.6,RP2,X
ENSG00000280870,ENSG00000280870.3,AC233296.1,X
ENSG00000234404,ENSG00000234404.2,SPRYD7P1,X
ENSG00000196468,ENSG00000196468.8,FGF16,X
ENSG00000204904,ENSG00000204904.7,LINC01545,X
ENSG00000237506,ENSG00000237506.3,RPSAP15,X
ENSG00000282914,ENSG00000282914.1,Z83818.2,X
ENSG00000271205,ENSG00000271205.1,Z83818.1,X
ENSG00000270446,ENSG00000270446.1,AL136363.1,X
ENSG00000271056,ENSG00000271056.1,AL136363.2,X
ENSG00000091482,ENSG00000091482.8,SMPX,X
ENSG00000230706,ENSG00000230706.2,AL035246.1,X
ENSG00000230956,ENSG00000230956.2,AL024493.1,X
ENSG00000271693,ENSG00000271693.1,AL929325.1,X
ENSG00000147183,ENSG00000147183.10,CPXCR1,X
ENSG00000271157,ENSG00000271157.1,AL022154.1,X
ENSG00000102221,ENSG00000102221.14,JADE3,X
ENSG00000232576,ENSG00000232576.2,AL645638.1,X
ENSG00000270745,ENSG00000270745.1,AL731768.1,X
ENSG00000224065,ENSG00000224065.2,SRIP2,X
ENSG00000225012,ENSG00000225012.5,AL121872.1,X
ENSG00000153779,ENSG00000153779.11,TGIF2LX,X
ENSG00000126768,ENSG00000126768.12,TIMM17B,X
ENSG00000227581,ENSG00000227581.2,AL121877.1,X
ENSG00000226081,ENSG00000226081.2,USP12PX,X
ENSG00000274022,ENSG00000274022.1,AL121873.1,X
ENSG00000227434,ENSG00000227434.2,RNF19BPX,X
ENSG00000229667,ENSG00000229667.2,UBE2V1P9,X
ENSG00000206062,ENSG00000206062.4,AL121823.1,X
ENSG00000102103,ENSG00000102103.16,PQBP1,X
ENSG00000085224,ENSG00000085224.22,ATRX,X
ENSG00000174740,ENSG00000174740.8,PABPC5,X
ENSG00000236413,ENSG00000236413.2,AL662874.1,X
ENSG00000234161,ENSG00000234161.1,PABPC5-AS1,X
ENSG00000269335,ENSG00000269335.5,IKBKG,X
ENSG00000230275,ENSG00000230275.2,SERBP1P4,X
ENSG00000237106,ENSG00000237106.2,FABP5P15,X
ENSG00000160211,ENSG00000160211.19,G6PD,X
ENSG00000275681,ENSG00000275681.1,U73479.1,X
ENSG00000229132,ENSG00000229132.2,EIF4A1P10,X
ENSG00000012174,ENSG00000012174.12,MBTPS2,X
ENSG00000215089,ENSG00000215089.3,KRT18P11,X
ENSG00000102290,ENSG00000102290.22,PCDH11X,X
ENSG00000230797,ENSG00000230797.3,YY2,X
ENSG00000230543,ENSG00000230543.1,SNX3P1X,X
ENSG00000234702,ENSG00000234702.1,VDAC1P3,X
ENSG00000271286,ENSG00000271286.1,U73023.1,X
ENSG00000225912,ENSG00000225912.1,AL121871.1,X
ENSG00000285445,ENSG00000285445.1,TUSC2P2,X
ENSG00000237873,ENSG00000237873.1,AL158053.1,X
ENSG00000102172,ENSG00000102172.16,SMS,X
ENSG00000213569,ENSG00000213569.4,AL390039.1,X
ENSG00000198088,ENSG00000198088.10,NUP62CL,X
ENSG00000234130,ENSG00000234130.2,AL359263.1,X
ENSG00000234322,ENSG00000234322.1,ST13P18,X
ENSG00000237381,ENSG00000237381.2,AL023280.1,X
ENSG00000228301,ENSG00000228301.1,RPL7P55,X
ENSG00000186310,ENSG00000186310.10,NAP1L3,X
ENSG00000179083,ENSG00000179083.6,FAM133A,X
ENSG00000270826,ENSG00000270826.1,Z94722.1,X
ENSG00000227521,ENSG00000227521.2,AL390840.1,X
ENSG00000232293,ENSG00000232293.2,PAICSP7,X
ENSG00000080572,ENSG00000080572.12,PIH1D3,X
ENSG00000231001,ENSG00000231001.2,CCNB1IP1P3,X
ENSG00000271094,ENSG00000271094.1,AL022161.1,X
ENSG00000223467,ENSG00000223467.2,CALM1P1,X
ENSG00000215085,ENSG00000215085.4,AL365400.1,X
ENSG00000204053,ENSG00000204053.6,MYCLP1,X
ENSG00000215007,ENSG00000215007.3,DNAJA1P3,X
ENSG00000102158,ENSG00000102158.19,MAGT1,X
ENSG00000214720,ENSG00000214720.4,KRT18P49,X
ENSG00000228610,ENSG00000228610.1,PDCL2P1,X
ENSG00000175809,ENSG00000175809.5,CBLL2,X
ENSG00000237019,ENSG00000237019.1,AC004470.1,X
ENSG00000224396,ENSG00000224396.1,METTL15P3,X
ENSG00000102174,ENSG00000102174.9,PHEX,X
ENSG00000184735,ENSG00000184735.7,DDX53,X
ENSG00000233067,ENSG00000233067.3,PTCHD1-AS,X
ENSG00000174028,ENSG00000174028.6,FAM3C2,X
ENSG00000231011,ENSG00000231011.1,AC092832.1,X
ENSG00000224204,ENSG00000224204.1,PHEX-AS1,X
ENSG00000231846,ENSG00000231846.1,AC092832.2,X
ENSG00000230187,ENSG00000230187.1,AL139109.1,X
ENSG00000213747,ENSG00000213747.2,AL627390.1,X
ENSG00000120498,ENSG00000120498.13,TEX11,X
ENSG00000227610,ENSG00000227610.1,FRMPD3-AS1,X
ENSG00000147234,ENSG00000147234.10,FRMPD3,X
ENSG00000226774,ENSG00000226774.1,AC073910.1,X
ENSG00000165186,ENSG00000165186.12,PTCHD1,X
ENSG00000233071,ENSG00000233071.3,RPSAP59,X
ENSG00000147224,ENSG00000147224.11,PRPS1,X
ENSG00000231729,ENSG00000231729.1,ARHGEF9-IT1,X
ENSG00000131089,ENSG00000131089.16,ARHGEF9,X
ENSG00000123131,ENSG00000123131.13,PRDX4,X
ENSG00000165349,ENSG00000165349.12,SLC7A3,X
ENSG00000230629,ENSG00000230629.2,RPS23P8,X
ENSG00000229324,ENSG00000229324.1,NUTF2P7,X
ENSG00000236813,ENSG00000236813.1,BTF3P8,X
ENSG00000170935,ENSG00000170935.8,NCBP2L,X
ENSG00000157514,ENSG00000157514.16,TSC22D3,X
ENSG00000123130,ENSG00000123130.17,ACOT9,X
ENSG00000233785,ENSG00000233785.1,AC131011.1,X
ENSG00000279245,ENSG00000279245.1,FAM223A,X
ENSG00000273041,ENSG00000273041.1,ATF4P2,X
ENSG00000268651,ENSG00000268651.3,CTAG1A,X
ENSG00000102384,ENSG00000102384.13,CENPI,X
ENSG00000227536,ENSG00000227536.1,SOCS5P4,X
ENSG00000147164,ENSG00000147164.12,SNX12,X
ENSG00000232155,ENSG00000232155.1,AC244090.2,X
ENSG00000080561,ENSG00000080561.13,MID2,X
ENSG00000236064,ENSG00000236064.2,AL109946.1,X
ENSG00000184033,ENSG00000184033.13,CTAG1B,X
ENSG00000130066,ENSG00000130066.16,SAT1,X
ENSG00000225728,ENSG00000225728.2,AL034399.1,X
ENSG00000277883,ENSG00000277883.1,NLRP3P1,X
ENSG00000170925,ENSG00000170925.3,TEX13B,X
ENSG00000184481,ENSG00000184481.17,FOXO4,X
ENSG00000273773,ENSG00000273773.1,AC244107.2,X
ENSG00000213338,ENSG00000213338.3,ATF4P1,X
ENSG00000272681,ENSG00000272681.2,FAM223B,X
ENSG00000275882,ENSG00000275882.1,IKBKGP1,X
ENSG00000204165,ENSG00000204165.6,CXorf65,X
ENSG00000147168,ENSG00000147168.12,IL2RG,X
ENSG00000101842,ENSG00000101842.13,VSIG1,X
ENSG00000285171,ENSG00000285171.1,AL590764.2,X
ENSG00000131174,ENSG00000131174.7,COX7B,X
ENSG00000165182,ENSG00000165182.11,CXorf58,X
ENSG00000238103,ENSG00000238103.4,RPL9P7,X
ENSG00000184831,ENSG00000184831.14,APOO,X
ENSG00000174010,ENSG00000174010.9,KLHL15,X
ENSG00000101843,ENSG00000101843.19,PSMD10,X
ENSG00000165240,ENSG00000165240.20,ATP7A,X
ENSG00000248503,ENSG00000248503.2,AL356235.1,X
ENSG00000102144,ENSG00000102144.15,PGK1,X
ENSG00000226784,ENSG00000226784.3,PGAM4,X
ENSG00000130741,ENSG00000130741.11,EIF2S3,X
ENSG00000184634,ENSG00000184634.16,MED12,X
ENSG00000005889,ENSG00000005889.15,ZFX,X
ENSG00000234230,ENSG00000234230.1,ZFX-AS1,X
ENSG00000223611,ENSG00000223611.5,SUPT20HL2,X
ENSG00000223731,ENSG00000223731.2,SUPT20HL1,X
ENSG00000225071,ENSG00000225071.1,AC004552.1,X
ENSG00000102409,ENSG00000102409.10,BEX4,X
ENSG00000180964,ENSG00000180964.17,TCEAL8,X
ENSG00000224692,ENSG00000224692.1,Z68694.1,X
ENSG00000204065,ENSG00000204065.3,TCEAL5,X
ENSG00000133134,ENSG00000133134.11,BEX2,X
ENSG00000196338,ENSG00000196338.12,NLGN3,X
ENSG00000228427,ENSG00000228427.3,AL590764.1,X
ENSG00000169562,ENSG00000169562.12,GJB1,X
ENSG00000231643,ENSG00000231643.4,Z70280.1,X
ENSG00000182916,ENSG00000182916.8,TCEAL7,X
ENSG00000238049,ENSG00000238049.2,Z92846.1,X
ENSG00000185222,ENSG00000185222.10,TCEAL9,X
ENSG00000166681,ENSG00000166681.13,BEX3,X
ENSG00000147130,ENSG00000147130.14,ZMYM3,X
